TMTID(GPP),FSN,CHANGEDATE
1169688,"hydrochlorothiazide 25 mg tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20201202
1242650,"hydrochlorothiazide 50 mg tablet, 10 tablet, 1 blister (GPP)",20220915
1169707,"hydrochlorothiazide 50 mg tablet, 10 tablet, 1 strip (GPP)",20201202
1169724,"hydrochlorothiazide 50 mg tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20201202
1206490,"hydrocortisone 1 g/100 g cream, 1 x 5 g tube, 1 box (GPP)",20211029
1206474,"hydrocortisone 1 g/100 g cream, 5 g tube (GPP)",20211029
1057874,"hydrocortisone 10 mg tablet, 100 tablet, 1 bottle (GPP)",20190216
1171846,"hydrocortisone 100 mg powder for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20210113
1171822,"hydrocortisone 100 mg powder for solution for injection, 1 vial (GPP)",20210113
1264920,"hydrocortisone 100 mg powder for solution for injection, 25 vial (25 x 1 vial), 1 box (GPP)",20230604
1268296,"hydrocortisone 2 mg/1 mL oral suspension, 30 mL bottle (GPP)",20230617
1319088,"hydrogen peroxide 1.5 mL/100 mL gargle/mouthwash, 250 mL bottle (GPP)",20241225
1185971,"hydrogen peroxide 3 g/100 mL cutaneous solution, 1 x 60 mL bottle, 1 box (GPP)",20210418
1185937,"hydrogen peroxide 3 g/100 mL cutaneous solution, 30 mL bottle (GPP)",20210418
1185992,"hydrogen peroxide 3 g/100 mL cutaneous solution, 450 mL bottle (GPP)",20210418
1185959,"hydrogen peroxide 3 g/100 mL cutaneous solution, 60 mL bottle (GPP)",20210418
1273394,"hydroxocobalamin 5 mg/2 mL solution for injection, 100 x 2 mL ampoule, 1 box (GPP)",20230715
1273373,"hydroxocobalamin 5 mg/2 mL solution for injection, 2 mL ampoule (GPP)",20230715
1268436,"hydroxycarbamide 100 mg/1 mL oral suspension, 30 mL bottle (GPP)",20230617
1166386,"hydroxycarbamide 500 mg capsule, hard, 1 box (GPP)",20240831
1166364,"hydroxycarbamide 500 mg capsule, hard, 10 capsule, blister (GPP)",20240831
1068992,"hydroxycarbamide 500 mg capsule, hard, 100 capsule (1 x 100 capsule bottle), 1 box (GPP)",20190216
1068971,"hydroxycarbamide 500 mg capsule, hard, 100 capsule, 1 bottle (GPP)",20190216
1268368,"hydroxychloroquine sulfate 20 mg/1 mL oral suspension, 30 mL bottle (GPP)",20230617
1243845,"hydroxychloroquine sulfate 200 mg film-coated tablet, 10 blister, 1 box (GPP)",20241117
1243821,"hydroxychloroquine sulfate 200 mg film-coated tablet, 10 tablet, blister (GPP)",20241117
1226600,"hydroxychloroquine sulfate 200 mg film-coated tablet, 60 tablet, 1 blister (GPP)",20220316
1181997,"hydroxyzine hydrochloride 10 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20210312
1182011,"hydroxyzine hydrochloride 10 mg film-coated tablet, 1000 tablet (100 x 10 tablet blister), 1 box (GPP)",20210312
1213847,"hydroxyzine hydrochloride 10 mg/5 mL syrup, 1 x 30 mL bottle, 1 box (GPP)",20211202
1132485,"hydroxyzine hydrochloride 10 mg/5 mL syrup, 1 x 60 mL bottle, 1 box (GPP)",20201202
1213823,"hydroxyzine hydrochloride 10 mg/5 mL syrup, 30 mL bottle (GPP)",20211202
1132503,"hydroxyzine hydrochloride 10 mg/5 mL syrup, 60 mL bottle (GPP)",20201202
1056643,"hyoscine butylbromide 10 mg coated tablet, 10 tablet, 1 blister (GPP)",20190216
1056662,"hyoscine butylbromide 10 mg coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1158746,"hyoscine butylbromide 10 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20200815
1212108,"hyoscine butylbromide 10 mg film-coated tablet, 1000 tablet (100 x 10 tablet blister), 1 box (GPP)",20211202
1158722,"hyoscine butylbromide 10 mg film-coated tablet, 25000 tablet (50 x 500 tablet blister), 1, 25000 tablet (50 x 500 tablet blister), 1 box (GPP)",20221112
1292857,"hyoscine butylbromide 10 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20240313
1158705,"hyoscine butylbromide 10 mg film-coated tablet, 500 tablet, 1 bottle (GPP)",20200815
1047077,"hyoscine butylbromide 10 mg tablet, 10 tablet, 1 strip (GPP)",20181217
1047096,"hyoscine butylbromide 10 mg tablet, 1000 tablet (100 x 10 tablet strip), 1 box (GPP)",20181217
1275092,"hyoscine butylbromide 20 mg/1 mL solution for injection, 1 mL ampoule (GPP)",20230715
1275118,"hyoscine butylbromide 20 mg/1 mL solution for injection, 50 ampoule, 1 box (GPP)",20250118
1206765,"hypromellose 300 mg/100 mL eye drops, solution, 0.8 mL unit dose (GPP)",20211029
1046753,"hypromellose 300 mg/100 mL eye drops, solution, 1 x 10 mL bottle, 1 box (GPP)",20200705
1149434,"hypromellose 300 mg/100 mL eye drops, solution, 10 mL bottle (GPP)",20200705
1206783,"hypromellose 300 mg/100 mL eye drops, solution, 28 x 0.8 mL unit dose, 1 box (GPP)",20211029
1224976,"hypromellose 500 mg/100 mL eye drops, solution, 1 x 10 mL bottle, 1 box (GPP)",20220303
1224953,"hypromellose 500 mg/100 mL eye drops, solution, 10 mL bottle (GPP)",20220303
1070909,"ibandronic acid 150 mg film-coated tablet, 1 tablet (1 x 1 tablet blister), 1 box (GPP)",20190216
1070881,"ibandronic acid 150 mg film-coated tablet, 1 tablet 1 blister (GPP)",20201114
1103754,"ibandronic acid 3 mg/3 mL solution for injection, 3 mL prefilled syr, 1 box (GPP)",20190315
1231954,"ibrutinib 140 mg capsule, hard, 120 capsule (1 x 120 capsule bottle), 1 box (GPP)",20220413
1231931,"ibrutinib 140 mg capsule, hard, 120 capsule, 1 bottle (GPP)",20220413
1275173,"ibrutinib 140 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20230715
1275194,"ibrutinib 140 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20230715
1168942,"ibuprofen 100 mg/5 mL oral suspension, 1 bottle, 1 box (GPP)",20241225
1168926,"ibuprofen 100 mg/5 mL oral suspension, 60 mL bottle (GPP)",20201202
1228984,"ibuprofen 100 mg/5 mL syrup, 1 x 60 mL bottle, 1 box (GPP)",20220330
1228966,"ibuprofen 100 mg/5 mL syrup, 60 mL bottle (GPP)",20220330
1146428,"ibuprofen 200 mg capsule, hard, 10 capsule, 1 blister (GPP)",20200601
1146444,"ibuprofen 200 mg capsule, hard, 100 capsule (10 x 10 capsule blister), 1 box (GPP)",20200601
1128110,"ibuprofen 200 mg capsule, soft, 10 capsule (1 x 10 capsule blister), 1 box (GPP)",20191019
1128096,"ibuprofen 200 mg capsule, soft, 10 capsule, 1 blister (GPP)",20191019
1128134,"ibuprofen 200 mg capsule, soft, 100 capsule (10 x 10 capsule blister), 1 box (GPP)",20191019
1134518,"ibuprofen 200 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20200104
1198403,"ibuprofen 200 mg film-coated tablet, 10 tablet, 1 strip (GPP)",20210813
1198426,"ibuprofen 200 mg film-coated tablet, 200 tablet (20 x 10 tablet strip), 1 box (GPP)",20210813
1134539,"ibuprofen 200 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20200104
1324016,"ibuprofen 300 mg/100 mL + paracetamol 1 g/100 mL solution for infusion, 1 x 100 mL bottle, 1 bottle (GPP)",20250215
1324037,"ibuprofen 300 mg/100 mL + paracetamol 1 g/100 mL solution for infusion, 10 x 100 mL bottle, 1 box (GPP)",20250215
1200243,"ibuprofen 400 mg + paracetamol 325 mg film-coated tablet, 10 tablet (1 x 10 tablet blister), 1 box (GPP)",20210813
1135253,"ibuprofen 400 mg + paracetamol 325 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20200118
1135276,"ibuprofen 400 mg + paracetamol 325 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20200118
1128199,"ibuprofen 400 mg capsule, soft, 10 capsule (1 x 10 capsule blister), 1 box (GPP)",20191019
1128175,"ibuprofen 400 mg capsule, soft, 10 capsule, 1 blister (GPP)",20191019
1128217,"ibuprofen 400 mg capsule, soft, 100 capsule (10 x 10 capsule blister), 1 box (GPP)",20191019
1194924,"ibuprofen 400 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20210715
1070253,"ibuprofen 400 mg film-coated tablet, 10 tablet, 1 strip (GPP)",20190216
1070276,"ibuprofen 400 mg film-coated tablet, 200 tablet (20 x 10 tablet strip), 1 box (GPP)",20190216
1194948,"ibuprofen 400 mg film-coated tablet, 50 blister, 1 box (GPP)",20250215
1188653,"ibuprofen 400 mg film-coated tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20210429
1269755,"ibuprofen 5 g/100 g gel, 1 x 25 g tube, 1 box (GPP)",20230617
1269738,"ibuprofen 5 g/100 g gel, 25 g tube (GPP)",20230617
1135194,"ibuprofen 600 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20200118
1135211,"ibuprofen 600 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20200118
1220030,"icatibant 30 mg/3 mL solution for injection, 1 x 3 mL prefilled syr, 1 box (GPP)",20211230
1220011,"icatibant 30 mg/3 mL solution for injection, 3 mL prefilled syr (GPP)",20211230
1188197,"icosapent ethyl 20 mg capsule, soft, 45 x 45 capsules capsule, 1 sachet (GPP)",20221001
1188215,"icosapent ethyl 20 mg capsule, soft, 84 x 45 capsules capsule, 1 box (GPP)",20221001
1103282,"idarubicin hydrochloride 10 mg powder for solution for injection, 1 vial, 1 box (GPP)",20190315
1103269,"idarubicin hydrochloride 10 mg/10 mL solution for injection, 1 x 10 mL vial, 1 box (GPP)",20220316
1202171,"idarubicin hydrochloride 10 mg/10 mL solution for injection, 10 mL vial (GPP)",20220316
1103305,"idarubicin hydrochloride 5 mg powder for solution for injection, 1 vial, 1 box (GPP)",20190315
1103248,"idarubicin hydrochloride 5 mg/5 mL solution for injection, 1 x 5 mL vial, 1 box (GPP)",20220316
1226443,"idarubicin hydrochloride 5 mg/5 mL solution for injection, 5 mL vial (GPP)",20220316
1103978,"idarucizumab 2.5 g/50 mL solution for injection/infusion, 2 x 50 mL vial, 1 box (GPP)",20200920
1103028,"ifosfamide 1 g powder for concentrate for solution for infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20220316
1226404,"ifosfamide 1 g powder for concentrate for solution for infusion, 1 vial (GPP)",20220316
1104551,"imatinib 100 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20250215
1190961,"imatinib 100 mg film-coated tablet, 56 tablet (8 x 7 tablet blister), 1 box (GPP)",20210604
1104579,"imatinib 100 mg film-coated tablet, 6 blister, 1 box (GPP)",20241005
1190942,"imatinib 100 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20210604
1104611,"imatinib 400 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190331
1104630,"imatinib 400 mg film-coated tablet, 3 blister, 1 box (GPP)",20250313
1117468,"imatinib 400 mg film-coated tablet, 30 tablet (1 x 30 tablet bottle), 1 box (GPP)",20190628
1117447,"imatinib 400 mg film-coated tablet, 30 tablet, 1 bottle (GPP)",20190628
1211969,"imdevimab 120 mg/1 mL concentrate for solution for infusion, 11.1 mL vial (GPP)",20211202
1211845,"imdevimab 120 mg/1 mL concentrate for solution for infusion, 2.5 mL vial (GPP)",20211202
1095299,"imidafenacin 100 mcg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1095313,"imidafenacin 100 mcg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1094000,"imidapril hydrochloride 10 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1094028,"imidapril hydrochloride 10 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1093960,"imidapril hydrochloride 5 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1093987,"imidapril hydrochloride 5 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1154978,"imipramine hydrochloride 25 mg coated tablet, 1000 tablet, 1 bottle (GPP)",20200801
1239820,"imiquimod 5 g/100 g cream, 12 x 250 mg sachet, 1 box (GPP)",20220730
1239808,"imiquimod 5 g/100 g cream, 250 mg sachet (GPP)",20220730
1260414,"inclisiran 284 mg solution for injection, 1 prefilled syr (1 x 1 prefilled syr), 1 box (GPP)",20230401
1260390,"inclisiran 284 mg solution for injection, 1 prefilled syr (GPP)",20230401
1074512,"indacaterol 150 mcg inhalation powder, hard capsule, 10 capsule, 1 blister (GPP)",20190216
1074531,"indacaterol 150 mcg inhalation powder, hard capsule, 30 capsule (3 x 10 capsule blister), 1 box (GPP)",20190216
1074554,"indacaterol 300 mcg inhalation powder, hard capsule, 10 capsule, 1 blister (GPP)",20190216
1074577,"indacaterol 300 mcg inhalation powder, hard capsule, 30 capsule (3 x 10 capsule blister), 1 box (GPP)",20190216
1068050,"indapamide 1.25 mg + perindopril arginine 5 mg film-coated tablet, 30 tablet (1 x 30 tablet jar), 1 box (GPP)",20190216
1068032,"indapamide 1.25 mg + perindopril arginine 5 mg film-coated tablet, 30 tablet, 1 jar (GPP)",20190216
1067223,"indapamide 1.5 mg prolonged-release tablet, 10 tablet, 1 blister (GPP)",20190216
1067247,"indapamide 1.5 mg prolonged-release tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1067275,"indapamide 1.5 mg prolonged-release tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1093301,"indapamide 2.5 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1096455,"indinavir 200 mg capsule, hard, 360 capsule, 1 bottle (GPP)",20190216
1096472,"indinavir 400 mg capsule, hard, 180 capsule, 1 bottle (GPP)",20190216
1256430,"indocyanine green 25 mg powder for solution for injection, 1 vial (GPP)",20230304
1256453,"indocyanine green 25 mg powder for solution for injection, 10 vial (10 x 1 vial), 1 box (GPP)",20230304
1204820,"indometacin 25 mg capsule, hard, 1000 capsule, 1 bottle (GPP)",20211014
1249117,"indometacin 25 mg capsule, hard, 1000 capsule, 1 jar (GPP)",20221202
1155043,"indometacin 400 mcg/2 mL solution for injection, 2 mL vial (GPP)",20200801
1153902,"indometacin 5 mg/5 mL oral suspension, 50 mL bottle (GPP)",20200719
1202723,"indometacin 750 mg/100 g + levomenthol 3 g/100 g gel, 1 x 35 g tube, 1 box (GPP)",20210917
1202706,"indometacin 750 mg/100 g + levomenthol 3 g/100 g gel, 35 g tube (GPP)",20210917
1103662,"infliximab 100 mg powder for concentrate for solution for infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20221202
1249138,"infliximab 100 mg powder for concentrate for solution for infusion, 1 vial (GPP)",20221202
1295790,"infliximab 120 mg/1 mL solution for injection, 1 mL prefilled pen (GPP)",20240412
1295816,"infliximab 120 mg/1 mL solution for injection, 1 x 1 mL prefilled pen, 1 box (GPP)",20240412
1130363,"influenza type A virus vaccine, A/Brisbane/02/2018 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/Kansas/14/2017 (H3N2)-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Colorado/06/2017-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Phuket/3073/2013-like virus 15 mcg/0.5 mL suspension for injection, 0.5 mL prefilled syr, 1 box (GPP)",20191102
1130597,"influenza type A virus vaccine, A/Brisbane/02/2018 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/Kansas/14/2017 (H3N2)-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Colorado/06/2017-like virus 15 mcg/0.5 mL suspension for injection, 0.5 mL prefilled syr, 1 box (GPP)",20191115
1138349,"influenza type A virus vaccine, A/Brisbane/02/2018 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/South Australia/34/2019 (H3N2)-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Phuket/3073/2013-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Washington/02/2019-like virus 15 mcg/0.5 mL suspension for injection, 0.5 mL prefilled syr, 1 box (GPP)",20200227
1143290,"influenza type A virus vaccine, A/Brisbane/02/2018 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/South Australia/34/2019 (H3N2)-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Phuket/3073/2013-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Washington/02/2019-like virus 15 mcg/0.5 mL suspension for injection, 5 x 0.5 mL prefilled syr, 1 box (GPP)",20200415
1141409,"influenza type A virus vaccine, A/Brisbane/02/2018 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/South Australia/34/2019 (H3N2)-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Washington/02/2019-like virus 15 mcg/0.5 mL suspension for injection, 0.5 mL prefilled syr, 1 box (GPP)",20200404
1142141,"influenza type A virus vaccine, A/Brisbane/02/2018 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/South Australia/34/2019 (H3N2)-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Washington/02/2019-like virus 15 mcg/0.5 mL suspension for injection, 10 x 2 mL vial, 1 box (GPP)",20200404
1134208,"influenza type A virus vaccine, A/Brisbane/02/2018 IVR-190 (H1N1) 15 mcg/0.5 mL + influenza type A virus vaccine, A/Kansas/14/2017 NYMC X-327 (H3N2) 15 mcg/0.5 mL + influenza type B virus vaccine, B/Maryland/15/2016 NYMC BX-69A 15 mcg/0.5 mL solution for injection, 10 x 0.5 mL prefilled syr, 1 box (GPP)",20191212
1121297,"influenza type A virus vaccine, A/Brisbane/02/2018(H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/Kansas/14/2017(H3N2)-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Colorado/06/2017-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Phuket/3073/2013-like virus 15 mcg/0.5 mL suspension for injection, 0.5 mL prefilled syr, 1 box (GPP)",20190803
1128326,"influenza type A virus vaccine, A/Brisbane/02/2018, IVR-190(H1N1)-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/Kansas/14/2017, IVR-195(H3N2)-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Maryland/15/2016-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Phuket/3073/2013-like virus 15 mcg/0.5 mL suspension for injection, 10 x 0.5 mL prefilled syr, 1 box (GPP)",20191019
1102794,"influenza type A virus vaccine, A/California/7/2009 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/Switzerland/9715293/2013 (H3N2)-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Phuket/3073/2013-like virus 15 mcg/0.5 mL suspension for injection, 0.5 mL prefilled syr, 1 box (GPP)",20190315
1208592,"influenza type A virus vaccine, A/Cambodia/e0826360/2020 (H3N2)-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/Victoria/2570/2019 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Phuket/3073/2013-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Washington/02/2019-like virus 15 mcg/0.5 mL suspension for injection, 0.5 mL prefilled syr (GPP)",20211110
1208619,"influenza type A virus vaccine, A/Cambodia/e0826360/2020 (H3N2)-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/Victoria/2570/2019 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Phuket/3073/2013-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Washington/02/2019-like virus 15 mcg/0.5 mL suspension for injection, 1 x 0.5 mL prefilled syr, 1 box (GPP)",20211110
1327095,"influenza type A virus vaccine, A/Croatia/10136RV/2023 (H3N2)-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/Victoria/4897/2022 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Michigan/01/2021 15 mcg/0.5 mL + influenza type B virus vaccine, B/Phuket/3073/2013 (B/Yamagata lineage)-like virus 15 mcg/0.5 mL suspension for injection, 1 x 0.5 mL prefilled syr, 1 prefilled syr (GPP)",20250313
1327114,"influenza type A virus vaccine, A/Croatia/10136RV/2023 (H3N2)-like virus 15 mcg/0.5 mL + influenza type A virus vaccine, A/Victoria/4897/2022 (H1N1)pdm09-like virus 15 mcg/0.5 mL + influenza type B virus vaccine, B/Michigan/01/2021 15 mcg/0.5 mL + influenza type B virus vaccine, B/Phuket/3073/2013 (B/Yamagata lineage)-like virus 15 mcg/0.5 mL suspension for injection, 10 x 0.5 mL prefilled syr, 1 box (GPP)",20250313
