TMTID(GPP),FSN,CHANGEDATE
1075371,"ginkgo biloba extract 120 mg film-coated tablet, 15 tablet, 1 blister (GPP)",20190216
1075392,"ginkgo biloba extract 120 mg film-coated tablet, 30 tablet (2 x 15 tablet blister), 1 box (GPP)",20190216
1131260,"ginkgo biloba extract 40 mg capsule, soft, 30 capsule, 1 bottle (GPP)",20191115
1046234,"ginkgo biloba extract 40 mg capsule, soft, 60 capsule, 1 bottle (GPP)",20181217
1074218,"ginkgo biloba extract 40 mg film-coated tablet, 15 tablet, 1 blister (GPP)",20190216
1074239,"ginkgo biloba extract 40 mg film-coated tablet, 30 tablet (2 x 15 tablet blister), 1 box (GPP)",20190216
1138192,"glatiramer acetate 40 mg/1 mL solution for injection, 12 x 1 mL prefilled pen, 1 box (GPP)",20200227
1092491,"glibenclamide 2.5 mg + metformin hydrochloride 500 mg film-coated tablet, 20 tablet, 1 blister (GPP)",20190216
1092518,"glibenclamide 2.5 mg + metformin hydrochloride 500 mg film-coated tablet, 60 tablet (3 x 20 tablet blister), 1 box (GPP)",20190216
1092539,"glibenclamide 5 mg + metformin hydrochloride 500 mg film-coated tablet, 15 tablet, 1 blister (GPP)",20190216
1092556,"glibenclamide 5 mg + metformin hydrochloride 500 mg film-coated tablet, 60 tablet (4 x 15 tablet blister), 1 box (GPP)",20190216
1058384,"glibenclamide 5 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1079707,"glibenclamide 5 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1058402,"glibenclamide 5 mg tablet, 1000 tablet (100 x 10 tablet blister), 1 box (GPP)",20190216
1274784,"glibenclamide 5 mg tablet, 1000 tablet, 1 bottle (GPP)",20230715
1079795,"gliclazide 30 mg modified-release tablet, 10 tablet, 1 blister (GPP)",20190216
1079814,"gliclazide 30 mg modified-release tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1048995,"gliclazide 60 mg modified-release tablet, 10 tablet, 1 blister (GPP)",20190103
1049010,"gliclazide 60 mg modified-release tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190103
1058460,"gliclazide 60 mg modified-release tablet, 15 tablet, 1 blister (GPP)",20190216
1058487,"gliclazide 60 mg modified-release tablet, 30 tablet (2 x 15 tablet blister), 1 box (GPP)",20190216
1253376,"gliclazide 60 mg modified-release tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20230203
1117888,"gliclazide 60 mg modified-release tablet, 90 tablet (6 x 15 tablet blister), 1 box (GPP)",20190628
1058500,"gliclazide 80 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1079880,"gliclazide 80 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1079851,"gliclazide 80 mg tablet, 100 tablet (5 x 20 tablet blister), 1 box (GPP)",20190216
1079833,"gliclazide 80 mg tablet, 20 tablet, 1 blister (GPP)",20190216
1058528,"gliclazide 80 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1055525,"glimepiride 2 mg + metformin hydrochloride 500 mg prolonged-release tablet, 10 tablet, 1 blister (GPP)",20190216
1055541,"glimepiride 2 mg + metformin hydrochloride 500 mg prolonged-release tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1055443,"glimepiride 2 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1059942,"glimepiride 2 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1092470,"glimepiride 2 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1059961,"glimepiride 2 mg tablet, 100 tablet (10 x 10 tablet strip), 1 box (GPP)",20190216
1079920,"glimepiride 2 mg tablet, 120 tablet (12 x 10 tablet blister), 1 box (GPP)",20190216
1055462,"glimepiride 2 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1055489,"glimepiride 3 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1214567,"glimepiride 3 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20211202
1055502,"glimepiride 3 mg tablet, 120 tablet (12 x 10 tablet blister), 1 box (GPP)",20190216
1092443,"glimepiride 3 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1058425,"glimepiride 4 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1058441,"glimepiride 4 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1171494,"glipizide 5 mg tablet, 10 tablet, 1 blister (GPP)",20201230
1063037,"glipizide 5 mg tablet, 15 tablet, 1 blister (GPP)",20190216
1063059,"glipizide 5 mg tablet, 1500 tablet (100 x 15 tablet blister), 1 box (GPP)",20190216
1079776,"glipizide 5 mg tablet, 30 tablet (2 x 15 tablet blister), 1 box (GPP)",20190216
1171516,"glipizide 5 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20201230
1184123,"glucosamine sulfate 1.5 g/3.95 g powder for oral solution, 3.95 g sachet (GPP)",20210331
1100039,"glucosamine sulfate 1.5 g/3.95 g powder for oral solution, 30 x 3.95 g sachet, 1 box (GPP)",20210331
1051203,"glucosamine sulfate 400 mg capsule, hard, 90 capsule, 1 bottle (GPP)",20190120
1148347,"glucosamine sulfate 500 mg capsule, hard, 100 capsule (1 x 100 capsule bottle), 1 box (GPP)",20200614
1148323,"glucosamine sulfate 500 mg capsule, hard, 100 capsule, 1 bottle (GPP)",20200614
1148381,"glucosamine sulfate 500 mg capsule, hard, 12 capsule, 1 bottle (GPP)",20200614
1148368,"glucosamine sulfate 500 mg capsule, hard, 50 capsule, 1 bottle (GPP)",20200614
1184152,"glucosamine sulfate 500 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20210331
1184175,"glucosamine sulfate 500 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20210331
1204158,"glycerol 1.365 g suppository, 10 suppository (2 x 5 suppository strip), 1 box (GPP)",20211014
1204136,"glycerol 1.365 g suppository, 5 suppository, 1 strip (GPP)",20211014
1153301,"glycerol 100 mL/100 mL oral liquid, 20 mL bottle (GPP)",20200719
1204094,"glycerol 2.32 g suppository, 10 suppository (2 x 5 suppository strip), 1 box (GPP)",20211017
1204073,"glycerol 2.32 g suppository, 5 suppository, 1 strip (GPP)",20211017
1210428,"glycerol 30 mL/100 mL + sodium bicarbonate 2.5 g/100 mL ear drops, solution, 10 mL bottle (GPP)",20211110
1270964,"glycerol 50 g/100 mL oral solution, 240 mL bottle (GPP)",20230617
1267994,"glycerol 50 g/100 mL oral solution, 60 mL bottle (GPP)",20230617
1173017,"glycerol 99 g/100 mL + lidocaine hydrochloride 1 g/100 mL oromucosal drops, 30 mL bottle (GPP)",20210129
1259809,"glycerol 99.5 g/100 mL oral solution, 120 mL bottle (GPP)",20230401
1284555,"glyceryl trinitrate 25 mg/5 mL concentrate for solution for infusion, 5 mL ampoule (GPP)",20231001
1284572,"glyceryl trinitrate 25 mg/5 mL concentrate for solution for infusion, 5 x 5 mL ampoule, 1 box (GPP)",20231001
1230660,"glyceryl trinitrate 5 mg/24 hr transdermal patch, 1 patch (GPP)",20220330
1230687,"glyceryl trinitrate 5 mg/24 hr transdermal patch, 10 patch (10 x 1 patch), 1 box (GPP)",20220330
1284398,"glyceryl trinitrate 50 mg/10 mL concentrate for solution for infusion, 10 mL ampoule (GPP)",20231001
1284419,"glyceryl trinitrate 50 mg/10 mL concentrate for solution for infusion, 5 x 10 mL ampoule, 1 box (GPP)",20231001
1191340,"glycopyrronium 50 mcg + indacaterol 110 mcg inhalation powder, hard capsule, 10 capsule, 1 blister (GPP)",20210604
1191364,"glycopyrronium 50 mcg + indacaterol 110 mcg inhalation powder, hard capsule, 30 capsule (3 x 10 capsule blister), 1 box (GPP)",20210604
1199357,"glycopyrronium bromide 200 mcg/1 mL solution for injection, 1 mL ampoule (GPP)",20210813
1199374,"glycopyrronium bromide 200 mcg/1 mL solution for injection, 10 x 1 mL ampoule, 1 box (GPP)",20210813
1303290,"glycyrrhiza 0.5 mL/5 mL + potassium guaiacolsulfonate 100 mg/5 mL + sodium citrate dihydrate 100 mg/5 mL oral solution, 180 mL bottle (GPP)",20240802
1052074,"golimumab 100 mg/1 mL solution for injection, 1 mL prefilled pen, 1 box (GPP)",20190203
1252552,"golimumab 45 mg/0.45 mL solution for injection, 0.45 mL prefilled pen (GPP)",20230113
1252575,"golimumab 45 mg/0.45 mL solution for injection, 1 x 0.45 mL prefilled pen, 1 box (GPP)",20230113
1247638,"golimumab 50 mg/0.5 mL solution for injection, 0.5 mL prefilled pen (GPP)",20221112
1247655,"golimumab 50 mg/0.5 mL solution for injection, 1 x 0.5 mL prefilled pen, 1 box (GPP)",20221112
1249898,"golimumab 50 mg/4 mL solution for injection, 1 x 4 mL vial, 1 box (GPP)",20221202
1249879,"golimumab 50 mg/4 mL solution for injection, 4 mL vial (GPP)",20221202
1103627,"goserelin 10.8 mg implant, 1 prefilled syr, 1 box (GPP)",20190315
1317436,"gramicidin 2.5 mg/100 mL + neomycin 175 mg/100 mL + polymyxin B 500000 iu/100 mL eye drops, solution, 1 bottle, 1 box (GPP)",20241215
1317415,"gramicidin 2.5 mg/100 mL + neomycin 175 mg/100 mL + polymyxin B 500000 iu/100 mL eye drops, solution, 5 mL bottle (GPP)",20241215
1272250,"gramicidin 250 mcg/1 g + neomycin 2.5 mg/1 g + nystatin 100000 iu/1 g + triamcinolone acetonide 1 mg/1 g cream, 1 x 15 g tube, 1 box (GPP)",20230701
1272232,"gramicidin 250 mcg/1 g + neomycin 2.5 mg/1 g + nystatin 100000 iu/1 g + triamcinolone acetonide 1 mg/1 g cream, 15 g tube (GPP)",20230701
1102513,"green pit viper antivenin 700 mcg powder and solvent for solution for injection, 1 vial, 1 box (GPP)",20190315
1094796,"griseofulvin 500 mg tablet, 100 tablet, 1 bottle (GPP)",20190216
1094777,"griseofulvin 500 mg tablet, 500 tablet, 1 bottle (GPP)",20190216
1217456,"guaifenesin 100 mg + terbutaline sulfate 2.5 mg tablet, 10 tablet, 1 blister (GPP)",20211202
1217473,"guaifenesin 100 mg + terbutaline sulfate 2.5 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20211202
1228160,"guaifenesin 100 mg + terbutaline sulfate 2.5 mg tablet, 1000 tablet, 1 jar (GPP)",20220330
1228141,"guaifenesin 100 mg + terbutaline sulfate 2.5 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20220330
1224602,"guaifenesin 100 mg tablet, 10 tablet, 1 blister (GPP)",20220303
1224562,"guaifenesin 100 mg tablet, 1000 tablet, 1 bottle (GPP)",20220303
1224589,"guaifenesin 100 mg tablet, 50000 tablet (50 x 1000 tablet blister), 1 box (GPP)",20220303
1224625,"guaifenesin 100 mg/5 mL syrup, 60 mL bottle (GPP)",20220303
1235873,"guaifenesin 200 mg tablet, 500 tablet, 1 bottle (GPP)",20220514
1211504,"guaifenesin 30 mg/5 mL + theophylline 50 mg/5 mL syrup, 1 x 60 mL bottle, 1 box (GPP)",20211202
1211486,"guaifenesin 30 mg/5 mL + theophylline 50 mg/5 mL syrup, 60 mL bottle (GPP)",20211202
1314388,"guaifenesin 50 mg/5 mL syrup, 120 mL bottle (GPP)",20241117
1184841,"guaifenesin 66.5 mg/5 mL + terbutaline sulfate 1.5 mg/5 mL oral suspension, 60 mL bottle (GPP)",20210331
1166227,"guaifenesin 66.5 mg/5 mL + terbutaline sulfate 1.5 mg/5 mL syrup, 1 x 60 mL bottle, 1 box (GPP)",20201114
1166204,"guaifenesin 66.5 mg/5 mL + terbutaline sulfate 1.5 mg/5 mL syrup, 60 mL bottle (GPP)",20201114
1177063,"guselkumab 100 mg/1 mL solution for injection, 1 mL prefilled pen (GPP)",20210211
1114485,"guselkumab 100 mg/1 mL solution for injection, 1 mL prefilled syr, 1 box (GPP)",20190531
1177085,"guselkumab 100 mg/1 mL solution for injection, 1 x 1 mL prefilled pen, 1 box (GPP)",20210211
1102675,"haemophilus influenzae type b vaccine 10 mcg + tetanus toxoid 30 mcg powder and solvent for suspension for injection, 1 vial, 1 box (GPP)",20190315
1103921,"haloperidol 100 mg/2 mL solution for injection, 1 x 2 mL ampoule, 1 box (GPP)",20211202
1213731,"haloperidol 100 mg/2 mL solution for injection, 2 mL ampoule (GPP)",20211202
1075929,"haloperidol 2 mg coated tablet, 1000 tablet, 1 bottle (GPP)",20190216
1308040,"haloperidol 2 mg tablet, 1000 tablet, bottle (GPP)",20240913
1075843,"haloperidol 5 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1310949,"haloperidol 5 mg tablet, 1000 tablet, bottle (GPP)",20241005
1075862,"haloperidol 5 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1213670,"haloperidol 5 mg tablet, 500 tablet (50 x 10 tablet), 1 blister (GPP)",20211202
1213691,"haloperidol 5 mg/1 mL solution for injection, 1 mL ampoule (GPP)",20211202
1103909,"haloperidol 5 mg/1 mL solution for injection, 50 x 1 mL ampoule, 1 box (GPP)",20211202
1213712,"haloperidol 50 mg/1 mL solution for injection, 1 mL ampoule (GPP)",20211202
1103881,"haloperidol 50 mg/1 mL solution for injection, 1 x 1 mL ampoule, 1 box (GPP)",20211202
1075940,"haloperidol 500 mcg tablet, 1000 tablet, 1 bottle (GPP)",20190216
1137012,"heparin sodium 25000 iu/5 mL solution for injection, 25 x 5 mL vial, 1 box (GPP)",20200213
1128792,"hepatitis A virus vaccine 1440 iu/1 mL suspension for injection, 1 mL prefilled syr, 1 box (GPP)",20191019
1102940,"hepatitis A virus vaccine 1440 iu/1 mL suspension for injection, 1 mL vial, 1 box (GPP)",20190315
1102889,"hepatitis A virus vaccine 160 iu/0.5 mL suspension for injection, 0.5 mL prefilled syr, 1 box (GPP)",20190315
1128958,"hepatitis A virus vaccine 250 iu/0.5 mL suspension for injection, 0.5 mL vial, 1 box (GPP)",20191019
1128841,"hepatitis A virus vaccine 720 iu/0.5 mL suspension for injection, 0.5 mL prefilled syr, 1 box (GPP)",20191019
1102901,"hepatitis A virus vaccine 720 iu/0.5 mL suspension for injection, 0.5 mL vial, 1 box (GPP)",20190315
1102964,"hepatitis A virus vaccine 720 iu/1 mL + hepatitis B virus vaccine 20 mcg/1 mL suspension for injection, 1 mL prefilled syr, 1 box (GPP)",20190315
1102929,"hepatitis A virus vaccine 80 iu/0.5 mL suspension for injection, 0.5 mL prefilled syr, 1 box (GPP)",20190315
1226470,"hepatitis B surface antigen immunoglobulin 180 iu/1 mL solution for injection, 1 mL vial (GPP)",20220316
1102634,"hepatitis B surface antigen immunoglobulin 180 iu/1 mL solution for injection, 1 x 1 mL vial, 1 box (GPP)",20220316
1102652,"hepatitis B surface antigen immunoglobulin 180 iu/1 mL solution for injection, 3 mL vial, 1 box (GPP)",20190315
1128744,"hepatitis B virus vaccine 10 mcg/0.5 mL suspension for injection, 0.5 mL prefilled syr, 1 box (GPP)",20191019
1159610,"hepatitis B virus vaccine 10 mcg/0.5 mL suspension for injection, 0.5 mL vial (GPP)",20220730
1102862,"hepatitis B virus vaccine 10 mcg/0.5 mL suspension for injection, 1 x 0.5 mL vial, 1 box (GPP)",20220730
1128697,"hepatitis B virus vaccine 20 mcg/1 mL suspension for injection, 1 mL prefilled syr, 1 box (GPP)",20191019
1240305,"hepatitis B virus vaccine 20 mcg/1 mL suspension for injection, 1 mL vial (GPP)",20220730
1102843,"hepatitis B virus vaccine 20 mcg/1 mL suspension for injection, 1 x 1 mL vial, 1 box (GPP)",20220730
1289862,"highly purified human menopausal gonadotropin 75 iu powder and solvent for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20231228
1289843,"highly purified human menopausal gonadotropin 75 iu powder and solvent for solution for injection, 1 vial (GPP)",20231228
1296762,"histamine 10 mg/1 mL solution for skin-prick test, 1 x 5 mL bottle, 1 box (GPP)",20240412
1296743,"histamine 10 mg/1 mL solution for skin-prick test, 5 mL bottle (GPP)",20240412
1304592,"human anti-d immunoglobulin 300 mcg/2 mL solution for injection, 1 x 2 mL prefilled syr, 1 box (GPP)",20240817
1304571,"human anti-d immunoglobulin 300 mcg/2 mL solution for injection, 2 mL prefilled syr (GPP)",20240817
1200551,"human hepatitis B immunoglobulin 500 iu powder and solvent for solution for infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20210813
1200533,"human hepatitis B immunoglobulin 500 iu powder and solvent for solution for infusion, 1 vial (GPP)",20210813
1226518,"human menopausal gonadotropin 1200 iu powder and solvent for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20220316
1226491,"human menopausal gonadotropin 1200 iu powder and solvent for solution for injection, 1 vial (GPP)",20220316
1208898,"human menopausal gonadotropin 150 iu powder for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20211110
1208879,"human menopausal gonadotropin 150 iu powder for solution for injection, 1 vial (GPP)",20211110
1233979,"human menopausal gonadotropin 600 iu powder and solvent for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20220428
1233951,"human menopausal gonadotropin 600 iu powder and solvent for solution for injection, 1 vial (GPP)",20220428
1242737,"human menopausal gonadotropin 75 iu powder and solvent for solution for injection, 1 vial (GPP)",20220915
1242759,"human menopausal gonadotropin 75 iu powder and solvent for solution for injection, 10 vial (10 x 1 vial), 1 box (GPP)",20220915
1208851,"human menopausal gonadotropin 75 iu powder for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20211110
1208833,"human menopausal gonadotropin 75 iu powder for solution for injection, 1 vial (GPP)",20211110
1102610,"human normal immunoglobulin 10 g/100 mL solution for infusion, 100 mL vial, 1 box (GPP)",20190315
1102597,"human normal immunoglobulin 2.5 g/25 mL solution for infusion, 25 mL vial, 1 box (GPP)",20190315
1326308,"human normal immunoglobulin 2.5 g/50 mL solution for infusion (invalid), 1 x 50 mL vial, 1 box (GPP)",20250313
1326280,"human normal immunoglobulin 2.5 g/50 mL solution for infusion (invalid), 1 x 50 mL vial, 1 vial (GPP)",20250313
1106678,"human normal immunoglobulin 4 g/20 mL solution for infusion, 20 mL vial, 1 box (GPP)",20190411
1175684,"human normal immunoglobulin 5 g/100 mL solution for infusion, 1 x 100 mL vial, 1 box (GPP)",20210211
1175666,"human normal immunoglobulin 5 g/100 mL solution for infusion, 100 mL vial (GPP)",20210211
1102578,"human normal immunoglobulin 500 mg/10 mL solution for infusion, 1 x 10 mL vial, 1 box (GPP)",20250313
1326171,"human normal immunoglobulin 500 mg/10 mL solution for infusion, 1 x 10 mL vial, 1 vial (GPP)",20250313
1139372,"human rotavirus, live attenuated 398107.17 FFU powder and solvent for oral solution, 2.5 mL vial, 1 box (GPP)",20200227
1226381,"human serum albumin 20 g/100 mL solution for infusion, 1 x 50 mL bag, 1 box (GPP)",20220316
1261048,"human serum albumin 20 g/100 mL solution for infusion, 1 x 50 mL vial, 1 box (GPP)",20230412
1261024,"human serum albumin 20 g/100 mL solution for infusion, 1 x 50 mL vial, 1 vial (GPP)",20250313
1226368,"human serum albumin 20 g/100 mL solution for infusion, 50 mL bag (GPP)",20220316
1317980,"human-bovine rotavirus type G1 (live, attenuated) 1 x 10 5.6 FFU/2 mL + human-bovine rotavirus type G2 (live, attenuated) 1 x 10 5.6 FFU/2 mL + human-bovine rotavirus type G3 (live, attenuated) 1 x 10 5.6 FFU/2 mL + human-bovine rotavirus type G4 (live, attenuated) 1 x 10 5.6 FFU/2 mL + human-bovine rotavirus type G9 (live, attenuated) 1 x 10 5.6 FFU/2 mL oral liquid, 2 mL unit dose (GPP)",20241215
1318006,"human-bovine rotavirus type G1 (live, attenuated) 1 x 10 5.6 FFU/2 mL + human-bovine rotavirus type G2 (live, attenuated) 1 x 10 5.6 FFU/2 mL + human-bovine rotavirus type G3 (live, attenuated) 1 x 10 5.6 FFU/2 mL + human-bovine rotavirus type G4 (live, attenuated) 1 x 10 5.6 FFU/2 mL + human-bovine rotavirus type G9 (live, attenuated) 1 x 10 5.6 FFU/2 mL oral liquid, 50 unit dose, 1 box (GPP)",20241215
1306311,"hyaluronate sodium 1.4 mg/0.5 mL eye drops, solution, 1 box (GPP)",20240831
1306297,"hyaluronate sodium 1.4 mg/0.5 mL eye drops, solution, 20 x 0.5 mL unit dose, 1 (GPP)",20240831
1215696,"hyaluronate sodium 10 mg/1 mL solution for injection, 1 mL prefilled syr (GPP)",20211202
1120637,"hyaluronate sodium 10 mg/1 mL solution for injection, 1 x 1 mL prefilled syr, 1 box (GPP)",20211202
1186033,"hyaluronate sodium 100 mg/100 mL eye drops, solution, 1 x 10 mL bottle, 1 box (GPP)",20210418
1186014,"hyaluronate sodium 100 mg/100 mL eye drops, solution, 10 mL bottle (GPP)",20210418
1218549,"hyaluronate sodium 180 mg/100 mL eye drops, solution, 0.3 mL unit dose (GPP)",20211202
1238344,"hyaluronate sodium 180 mg/100 mL eye drops, solution, 0.45 mL unit dose (GPP)",20220618
1280596,"hyaluronate sodium 180 mg/100 mL eye drops, solution, 1 x 10 mL bottle, 1 box (GPP)",20230819
1280577,"hyaluronate sodium 180 mg/100 mL eye drops, solution, 10 mL bottle (GPP)",20230819
1218583,"hyaluronate sodium 180 mg/100 mL eye drops, solution, 20 x 0.3 mL unit dose, 1 box (GPP)",20211202
1256634,"hyaluronate sodium 180 mg/100 mL eye drops, solution, 20 x 0.45 mL unit dose, 1 box (GPP)",20230304
1218565,"hyaluronate sodium 180 mg/100 mL eye drops, solution, 60 x 0.3 mL unit dose, 1 box (GPP)",20211202
1238363,"hyaluronate sodium 180 mg/100 mL eye drops, solution, 60 x 0.45 mL unit dose, 1 box (GPP)",20220618
1050774,"hyaluronate sodium 20 mg/2 mL solution for injection, 1 x 2 mL prefilled syr, 1 box (GPP)",20211202
1206419,"hyaluronate sodium 20 mg/2 mL solution for injection, 2 mL prefilled syr (GPP)",20211029
1044830,"hyaluronate sodium 20 mg/2 mL solution for injection, 3 x 2 mL prefilled syr, 1 box (GPP)",20211029
1143634,"hyaluronate sodium 200 mg/100 mL eye drops, solution, 10 mL bottle, 1 box (GPP)",20200415
1154913,"hyaluronate sodium 300 mg/100 mL eye drops, solution, 0.4 mL unit dose (GPP)",20200801
1154932,"hyaluronate sodium 300 mg/100 mL eye drops, solution, 100 x 0.4 mL unit dose, 1 box (GPP)",20200801
1262224,"hyaluronate sodium 40 mg/2 mL solution for injection, 1 x 2 mL prefilled syr, 1 box (GPP)",20230428
1262207,"hyaluronate sodium 40 mg/2 mL solution for injection, 2 mL prefilled syr (GPP)",20230428
1103777,"hyaluronate sodium 60 mg/6 mL solution for injection, 1 x 6 mL prefilled syr, 1 box (GPP)",20230304
1256827,"hyaluronate sodium 60 mg/6 mL solution for injection, 6 mL prefilled syr (GPP)",20230304
1122273,"hyaluronic acid 20 mg/1 mL + lidocaine hydrochloride 3 mg/1 mL gel for injection, 1 mL prefilled syr, 1 box (GPP)",20190815
1223857,"hydralazine hydrochloride 10 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20220303
1223874,"hydralazine hydrochloride 10 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20220303
1093113,"hydralazine hydrochloride 25 mg coated tablet, 10 tablet, 1 blister (GPP)",20190216
1093132,"hydralazine hydrochloride 25 mg coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1067140,"hydralazine hydrochloride 25 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1067164,"hydralazine hydrochloride 25 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1165972,"hydralazine hydrochloride 25 mg film-coated tablet, 500 tablet, 1 jar (GPP)",20201030
1165993,"hydralazine hydrochloride 25 mg film-coated tablet, 5000 tablet (10 x 500 tablet blister), 1 box (GPP)",20201030
1067186,"hydralazine hydrochloride 50 mg coated tablet, 10 tablet, 1 blister (GPP)",20190216
1067206,"hydralazine hydrochloride 50 mg coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1175357,"hydralazine hydrochloride 50 mg film-coated tablet, 10 tablet, blister (GPP)",20241018
1175374,"hydralazine hydrochloride 50 mg film-coated tablet, 50 blister, 1 box (GPP)",20241018
1153859,"hydrochlorothiazide 10 mg/1 mL oral suspension, 30 mL bottle (GPP)",20200719
1094322,"hydrochlorothiazide 12.5 mg + irbesartan 150 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1094346,"hydrochlorothiazide 12.5 mg + irbesartan 150 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1094367,"hydrochlorothiazide 12.5 mg + irbesartan 300 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1094380,"hydrochlorothiazide 12.5 mg + irbesartan 300 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1094248,"hydrochlorothiazide 12.5 mg + losartan potassium 100 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1094269,"hydrochlorothiazide 12.5 mg + losartan potassium 100 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1094207,"hydrochlorothiazide 12.5 mg + losartan potassium 50 mg film-coated tablet, 15 tablet, 1 blister (GPP)",20190216
1094224,"hydrochlorothiazide 12.5 mg + losartan potassium 50 mg film-coated tablet, 30 tablet (2 x 15 tablet blister), 1 box (GPP)",20190216
1302572,"hydrochlorothiazide 12.5 mg + telmisartan 40 mg tablet, 10 tablet blister (GPP)",20240714
1302593,"hydrochlorothiazide 12.5 mg + telmisartan 40 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20240714
1302517,"hydrochlorothiazide 12.5 mg + telmisartan 80 mg tablet, 10 tablet blister (GPP)",20240714
1302538,"hydrochlorothiazide 12.5 mg + telmisartan 80 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20240714
1068434,"hydrochlorothiazide 12.5 mg + valsartan 80 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1068452,"hydrochlorothiazide 12.5 mg + valsartan 80 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1255937,"hydrochlorothiazide 2 mg/1 mL oral suspension, 60 mL bottle (GPP)",20230217
1094403,"hydrochlorothiazide 25 mg + irbesartan 300 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1094426,"hydrochlorothiazide 25 mg + irbesartan 300 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1094282,"hydrochlorothiazide 25 mg + losartan potassium 100 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1094305,"hydrochlorothiazide 25 mg + losartan potassium 100 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1094044,"hydrochlorothiazide 25 mg + ramipril 5 mg tablet, 14 tablet, 1 blister (GPP)",20190216
1094063,"hydrochlorothiazide 25 mg + ramipril 5 mg tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1068475,"hydrochlorothiazide 25 mg + valsartan 160 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1068499,"hydrochlorothiazide 25 mg + valsartan 160 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1208635,"hydrochlorothiazide 25 mg tablet, 10 tablet, 1 (GPP)",20211110
1093262,"hydrochlorothiazide 25 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1093243,"hydrochlorothiazide 25 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1093289,"hydrochlorothiazide 25 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
