TMTID(GP),FSN,CHANGEDATE
1019888,dextrose 15 g/22.5 g + potassium chloride 1.15 g/22.5 g + sodium chloride 2.65 g/22.5 g + sodium citrate dihydrate 2.2 g/22.5 g powder for oral solution (GP),20190202
1020781,dextrose 180 g/100 mL + sodium chloride 180 mg/100 mL solution for injection (GP),20171202
1203008,dextrose 2.025 g/3.1 g + potassium chloride 225 mg/3.1 g + sodium chloride 390 mg/3.1 g + sodium citrate dihydrate 435 mg/3.1 g powder for oral solution (GP),20230604
1285129,dextrose 2.025 g/3.23 g + potassium chloride 225 mg/3.23 g + sodium chloride 390 mg/3.23 g + sodium citrate dihydrate 435 mg/3.23 g powder for oral solution (GP),20231013
858484,dextrose 2.025 g/3.3 g + potassium chloride 225 mg/3.3 g + sodium chloride 390 mg/3.3 g + sodium citrate dihydrate 435 mg/3.3 g powder for oral solution (GP),20190805
956870,dextrose 2.5 g/100 mL + sodium chloride 180 mg/100 mL solution for infusion (GP),20150805
956862,dextrose 2.5 g/100 mL + sodium chloride 300 mg/100 mL solution for infusion (GP),20150805
558796,dextrose 2.5 g/100 mL + sodium chloride 450 mg/100 mL solution for injection/infusion (GP),20151101
558834,dextrose 2.5 g/100 mL + sodium chloride 900 mg/100 mL solution for injection/infusion (GP),20151101
956889,dextrose 2.5 g/100 mL solution for infusion (GP),20150805
850538,dextrose 2.99 g/3.645 g + potassium chloride 179 mg/3.645 g + sodium chloride 105 mg/3.645 g + sodium citrate dihydrate 353 mg/3.645 g powder for oral solution (GP),20190204
879974,dextrose 20 g/1 L + sodium chloride 1.66 g/1 L oral solution (GP),20180504
880022,dextrose 20 g/1 L + sodium chloride 5 g/1 L oral solution (GP),20180504
775839,dextrose 20 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion (GP),20140420
894611,dextrose 20 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion (GP),20150202
956938,dextrose 20 g/100 mL solution for infusion (GP),20150805
556979,dextrose 20 g/100 mL solution for injection/infusion (GP),20151102
782715,dextrose 20 g/27.9 g + potassium chloride 1.5 g/27.9 g + sodium chloride 3.5 g/27.9 g + sodium citrate 2.9 g/27.9 g powder for oral solution (GP),20230604
1020832,dextrose 200 g/100 mL + sodium chloride 180 mg/100 mL solution for injection (GP),20171202
677925,dextrose 25 g + glycerol 100 g + sodium chloride 4.5 g solution for infusion (GP),20140104
886908,dextrose 25 g + sodium chloride 2.25 g solution for infusion (GP),20150202
1004238,dextrose 25 g powder for oral solution (GP),20170218
520711,dextrose 25 g/1 L + glycerol 100 g/1 L + sodium chloride 4.5 g/1 L solution for infusion (GP),20130914
894742,dextrose 25 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion (GP),20150202
894703,dextrose 25 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion (GP),20150202
557022,dextrose 25 g/100 mL solution for injection (GP),20131005
557067,dextrose 25 g/100 mL solution for injection/infusion (GP),20151101
761491,dextrose 3 g + potassium chloride 230 mg + sodium chloride 530 mg + sodium citrate dihydrate 440 mg granules for oral solution (GP),20190531
1005928,dextrose 3 g/4.2 g + potassium chloride 230 mg/4.2 g + sodium chloride 530 mg/4.2 g + sodium citrate dihydrate 440 mg/4.2 g powder for oral solution (GP),20190203
779542,dextrose 3 g/4.25 g + potassium chloride 230 mg/4.25 g + sodium chloride 530 mg/4.25 g + sodium citrate dihydrate 440 mg/4.25 g powder for oral solution (GP),20230604
857588,dextrose 3 g/4.5 g + potassium chloride 230 mg/4.5 g + sodium chloride 530 mg/4.5 g + sodium citrate dihydrate 440 mg/4.5 g powder for oral solution (GP),20190202
708124,dextrose 3 g/5 g + potassium chloride 230 mg/5 g + sodium chloride 530 mg/5 g + sodium citrate dihydrate 440 mg/5 g solution for peritoneal dialysis (GP),20190202
844545,dextrose 3.242 g/5.09 g + potassium chloride 358 mg/5.09 g + sodium chloride 632 mg/5.09 g + sodium citrate dihydrate 704 mg/5.09 g powder for oral solution (GP),20190204
558881,dextrose 3.3 g/100 mL + sodium chloride 300 mg/100 mL solution for injection/infusion (GP),20151101
1264473,dextrose 3.375 g/5.383 g + potassium chloride 375 mg/5.383 g + sodium chloride 650 mg/5.383 g + sodium citrate dihydrate 725 mg/5.383 g powder for oral solution (GP),20230604
744299,dextrose 3.375 g/5.5 g + potassium chloride 375 mg/5.5 g + sodium chloride 650 mg/5.5 g + sodium citrate dihydrate 725 mg/5.5 g powder for oral solution (GP),20230604
558950,dextrose 3.75 g/100 mL + sodium chloride 230 mg/100 mL solution for infusion (GP),20131005
775873,dextrose 30 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion (GP),20140420
894788,dextrose 30 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion (GP),20150202
997850,dextrose 30 g/100 mL solution for infusion (GP),20161117
557149,dextrose 30 g/100 mL solution for injection/infusion (GP),20151101
1325281,dextrose 30 g/100 mL syrup (GP),20250301
559008,dextrose 4 g/100 mL + sodium chloride 180 mg/100 mL solution for injection/infusion (GP),20151101
559054,dextrose 4.23 g/100 mL + sodium chloride 180 mg/100 mL solution for injection/infusion (GP),20151101
559106,dextrose 4.3 g/100 mL + sodium chloride 180 mg/100 mL solution for injection/infusion (GP),20151101
848936,dextrose 4.8 g/6.99 g + potassium chloride 360 mg/6.99 g + sodium chloride 840 mg/6.99 g + sodium citrate dihydrate 710 mg/6.99 g powder for oral solution (GP),20190204
1027037,dextrose 40 g/100 g oral gel (GP),20180329
1256051,dextrose 40 g/100 mL oral gel (GP),20230304
557196,dextrose 40 g/100 mL solution for injection/infusion (GP),20151101
571952,dextrose 5 g/100 mL + glyceryl trinitrate 10 mg/100 mL solution for infusion (GP),20150515
572009,dextrose 5 g/100 mL + glyceryl trinitrate 20 mg/100 mL solution for infusion (GP),20150515
572050,dextrose 5 g/100 mL + glyceryl trinitrate 40 mg/100 mL solution for infusion (GP),20150515
910542,dextrose 5 g/100 mL + nicotinamide 25 mg/100 mL + pyridoxine 2 mg/100 mL + riboflavin 2 mg/100 mL + thiamine 2.5 mg/100 mL solution for injection/infusion (GP),20150228
1294424,dextrose 5 g/100 mL + norepinephrine 4 mg/100 mL solution for infusion (GP),20240501
674299,dextrose 5 g/100 mL + potassium chloride 150 mg/100 mL solution for infusion (GP),20140104
674345,dextrose 5 g/100 mL + potassium chloride 300 mg/100 mL solution for infusion (GP),20140104
521754,dextrose 5 g/100 mL + sodium chloride 180 mg/100 mL solution for infusion (GP),20130914
559335,dextrose 5 g/100 mL + sodium chloride 200 mg/100 mL solution for injection/infusion (GP),20151101
529003,dextrose 5 g/100 mL + sodium chloride 225 mg/100 mL solution for infusion (GP),20130914
529100,dextrose 5 g/100 mL + sodium chloride 300 mg/100 mL solution for infusion (GP),20130914
559771,dextrose 5 g/100 mL + sodium chloride 330 mg/100 mL solution for infusion (GP),20151101
528243,dextrose 5 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion (GP),20130914
528301,dextrose 5 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion (GP),20130914
528533,dextrose 5 g/100 mL solution for infusion (GP),20130914
962028,dextrose 5 g/100 mL solution for injection/infusion (GP),20151101
826655,dextrose 5 g/6.975 g + potassium chloride 375 mg/6.975 g + sodium chloride 875 mg/6.975 g + sodium citrate dihydrate 725 mg/6.975 g powder for oral solution (GP),20190204
744494,dextrose 5 g/7.5 g + potassium chloride 375 mg/7.5 g + sodium chloride 875 mg/7.5 g + sodium citrate dihydrate 725 mg/7.5 g powder for oral solution (GP),20190815
939831,dextrose 5.97 g/7.288 g + potassium chloride 358 mg/7.288 g + sodium chloride 210 mg/7.288 g + sodium citrate dihydrate 705 mg/7.288 g powder for oral solution (GP),20190203
982685,dextrose 50 g powder for oral solution (GP),20160418
894918,dextrose 50 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion (GP),20150202
894859,dextrose 50 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion (GP),20150202
557929,dextrose 50 g/100 mL solution for infusion (GP),20131005
557578,dextrose 50 g/100 mL solution for injection (GP),20131005
963120,dextrose 50 g/100 mL solution for injection/infusion (GP),20151116
952105,dextrose 50 g/100 mL syrup (GP),20150614
805348,dextrose 50 mg/1 mL + dobutamine 1 mg/1 mL solution for infusion (GP),20140602
805400,dextrose 50 mg/1 mL + dobutamine 2 mg/1 mL solution for infusion (GP),20140602
805471,dextrose 50 mg/1 mL + dobutamine 4 mg/1 mL solution for infusion (GP),20140602
805693,dextrose 50 mg/1 mL + dopamine hydrochloride 1.6 mg/1 mL solution for infusion (GP),20160305
805767,dextrose 50 mg/1 mL + dopamine hydrochloride 3.2 mg/1 mL solution for infusion (GP),20151206
805629,dextrose 50 mg/1 mL + dopamine hydrochloride 800 mcg/1 mL solution for infusion (GP),20160305
985846,dextrose 6.25 g/100 mL solution for injection/infusion (GP),20181119
566577,dextrose 7.5 g/100 mL + lidocaine 5 g/100 mL solution for injection (GP),20131005
943267,dextrose 7.5 g/100 mL + sodium chloride 180 mg/100 mL solution for infusion (GP),20150515
956917,dextrose 7.5 g/100 mL + sodium chloride 300 mg/100 mL solution for infusion (GP),20150805
956901,dextrose 7.5 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion (GP),20150805
956891,dextrose 7.5 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion (GP),20150805
943279,dextrose 7.5 g/100 mL solution for infusion (GP),20150515
982732,dextrose 75 g powder for oral solution (GP),20160418
1013610,dextrose 80 mg/100 mL syrup (GP),20170902
212590,"diacerein 50 mg capsule, hard (GP)",20140304
999282,diazepam 1 mg/1 mL oral suspension (GP),20161203
318876,"diazepam 10 mg capsule, hard (GP)",20130805
309472,diazepam 10 mg tablet (GP),20130805
532932,diazepam 10 mg/2 mL solution for injection (GP),20161003
256073,"diazepam 2 mg capsule, hard (GP)",20130805
309930,diazepam 2 mg coated tablet (GP),20130805
462327,diazepam 2 mg film-coated tablet (GP),20130805
255982,diazepam 2 mg tablet (GP),20130805
1007306,diazepam 400 mcg/1 mL syrup (GP),20170414
256115,"diazepam 5 mg capsule, hard (GP)",20130805
462389,diazepam 5 mg film-coated tablet (GP),20130805
256039,diazepam 5 mg tablet (GP),20130805
533120,diazepam 5 mg/1 mL solution for injection (GP),20161003
560591,diazepam 5 mg/10 mL + lidocaine 5 mg/10 mL powder for solution for injection (GP),20131005
951708,diazepam 500 mcg/1 mL oral suspension (GP),20150614
987631,diazepam 500 mg/100 mL rectal solution (GP),20160605
693590,"diazoxide 25 mg capsule, hard (GP)",20140118
1267355,diazoxide 5 mg/1 mL oral suspension (GP),20230617
938955,dibasic potassium phosphate 14.2 g/100 mL oral solution (GP),20150503
954451,dibasic potassium phosphate 2.18 g/100 mL + dibasic sodium phosphate anhydrous 1.77 g/100 mL + monobasic potassium phosphate 1.7 g/100 mL + monobasic sodium phosphate 1.72 g/100 mL oral solution (GP),20150716
775342,dibasic potassium phosphate 21.773 g/1 L + dibasic sodium phosphate 17.745 g/1 L + monobasic potassium phosphate 17.011 g/1 L + monobasic sodium phosphate 17.249 g/1 L oral solution (GP),20140407
983514,dibasic potassium phosphate 45 mg/1 mL oral solution (GP),20160430
1027950,dibasic potassium phosphate 47.5 mg/1 mL syrup (GP),20180505
1259570,dibasic potassium phosphate 655 mg/100 mL + dibasic sodium phosphate 685 mg/100 mL + monobasic potassium phosphate 871 mg/100 mL + monobasic sodium phosphate 710 mg/100 mL oral solution (GP),20230401
730108,dibasic potassium phosphate 8.7 g/100 mL solution for infusion (GP),20140202
938901,dibasic potassium phosphate 8.71 g/100 mL solution for injection (GP),20150503
994773,dibasic potassium phosphate 8.71 g/100 mL syrup (GP),20160917
950688,dibasic potassium phosphate 871 mg/100 mL + dibasic sodium phosphate 710 mg/100 mL + monobasic potassium phosphate 655 mg/100 mL + sodium dihydrogen phosphate monohydrate 685 mg/100 mL oral solution (GP),20150614
923447,dibasic potassium phosphate 89.17 mg/1 mL + monobasic potassium phosphate 150 mg/1 mL oral solution (GP),20150404
863420,dibasic potassium phosphate 970 mg/100 mL + monobasic potassium phosphate 205 mg/100 mL + potassium chloride 112 mg/100 mL + sodium bicarbonate 84 mg/100 mL solution for organ preservation (GP),20141123
1118908,dibasic sodium phosphate 0.433 mg/1 mL + potassium chloride 0.395 mg/1 mL + sodium bicarbonate 2.19 mg/1 mL + sodium chloride 7.44 mg/1 mL irrigation solution (GP),20190629
1014977,dibasic sodium phosphate 10.88 g/100 mL + phosphoric acid 2.7 g/100 mL oral solution (GP),20170916
1149202,dibasic sodium phosphate 13.2 g/100 mL oral solution (GP),20200614
1158353,dibasic sodium phosphate 13.2 g/100 mL oral suspension (GP),20200815
1313574,dibasic sodium phosphate 13.6 g/100 mL + phosphoric acid 5.15 mL/100 mL oral solution (GP),20241117
941876,dibasic sodium phosphate 13.6 g/100 mL + phosphoric acid 5.88 g/100 mL oral solution (GP),20150515
897635,dibasic sodium phosphate 13.6 g/100 mL + phosphoric acid 5.88 mL/100 mL oral solution (GP),20150218
773470,dibasic sodium phosphate 13.6 g/15 mL oral solution (GP),20170329
923622,dibasic sodium phosphate 13.6 mg/100 mL + phosphoric acid 5.88 mL/100 mL oral solution (GP),20150404
775390,dibasic sodium phosphate 17.745 g/1 L + monobasic sodium phosphate 17.249 g/1 L oral solution (GP),20140407
1121968,dibasic sodium phosphate 180 mg/1 mL oral solution (GP),20190803
1122667,"dibasic sodium phosphate 190 mg/100 mL + monobasic sodium phosphate 30 mg/100 mL + phenylephrine hydrochloride 10 g/100 mL eye drops, solution (GP)",20190815
992097,dibasic sodium phosphate 5.39 g/100 mL + monobasic potassium phosphate 13 g/100 mL + monobasic sodium phosphate 2.97 g/100 mL oral solution (GP),20160731
992084,dibasic sodium phosphate 5.39 g/100 mL + monobasic potassium phosphate 13 g/100 mL + monobasic sodium phosphate 2.97 g/100 mL syrup (GP),20160731
921496,dibasic sodium phosphate 53.9 g/100 mL + phosphoric acid 40.74 mL/100 mL oral solution (GP),20150404
1037316,dibasic sodium phosphate 539 mg/100 mL + monobasic potassium phosphate 1.3 g/100 mL + monobasic sodium phosphate 297 mg/100 mL oral solution (GP),20180805
998936,dibasic sodium phosphate 539 mg/100 mL + monobasic potassium phosphate 1.3 g/100 mL oral solution (GP),20161203
950585,dibasic sodium phosphate 568 mg + macrogol 4000 5.9 g + potassium chloride 74 mg + sodium bicarbonate 168 mg + sodium chloride 146 mg powder for oral solution (GP),20150614
772243,dibasic sodium phosphate 6 g/100 mL rectal solution (GP),20170329
930589,dibasic sodium phosphate 6.06 g/100 mL + monobasic sodium phosphate 2.06 g/100 mL oral solution (GP),20150418
485476,dibasic sodium phosphate 7 g/118 mL + monobasic sodium phosphate 19 g/118 mL rectal solution (GP),20160604
485363,dibasic sodium phosphate 900 mg/5 mL + monobasic sodium phosphate 2.4 g/5 mL oral solution (GP),20130826
923520,dibasic sodium phosphate anhydrous 67.74 mg/1 mL + phosphoric acid 49.98 mg/1 mL oral solution (GP),20150404
943159,"diclofenac 18 mg/100 mL + phenylephrine 3.53 g/100 mL + tropicamide 470 mg/100 mL eye drops, solution (GP)",20150515
212664,diclofenac potassium 12.5 mg film-coated tablet (GP),20160305
212714,diclofenac potassium 25 mg coated tablet (GP),20150907
210120,diclofenac potassium 25 mg film-coated tablet (GP),20150907
212751,diclofenac potassium 50 mg coated tablet (GP),20150907
210183,diclofenac potassium 50 mg film-coated tablet (GP),20150907
917129,diclofenac potassium 50 mg powder for oral solution (GP),20150404
662185,"diclofenac sodium 1 g/100 g cutaneous spray, solution (GP)",20160305
766047,diclofenac sodium 1 g/100 g gel (GP),20161117
1030478,"diclofenac sodium 1 g/100 mL cutaneous spray, solution (GP)",20180518
211499,diclofenac sodium 100 mg film-coated tablet (GP),20150907
212617,"diclofenac sodium 100 mg prolonged-release capsule, hard (GP)",20150908
212655,diclofenac sodium 100 mg prolonged-release tablet (GP),20150908
212629,diclofenac sodium 100 mg suppository (GP),20150908
523535,"diclofenac sodium 100 mg/100 mL + gentamicin 300 mg/100 mL eye drops, solution (GP)",20130914
665157,"diclofenac sodium 100 mg/100 mL eye drops, solution (GP)",20160320
1311909,diclofenac sodium 15 mg transdermal patch (GP),20241018
1133151,diclofenac sodium 2 g/100 g gel (GP),20230604
212705,diclofenac sodium 25 mg film-coated tablet (GP),20150908
226023,diclofenac sodium 25 mg gastro-resistant tablet (GP),20141102
212672,diclofenac sodium 25 mg suppository (GP),20150908
212746,diclofenac sodium 50 mg film-coated tablet (GP),20150908
864555,diclofenac sodium 50 mg gastro-resistant tablet (GP),20150202
212722,diclofenac sodium 50 mg suppository (GP),20151004
212779,diclofenac sodium 75 mg film-coated tablet (GP),20160305
212780,diclofenac sodium 75 mg prolonged-release tablet (GP),20160305
1029672,diclofenac sodium 75 mg/1 mL solution for injection (GP),20180518
212767,diclofenac sodium 75 mg/2 mL + lidocaine hydrochloride 20 mg/2 mL solution for injection (GP),20150920
862323,diclofenac sodium 75 mg/3 mL solution for injection (GP),20150909
611040,dicloxacillin 125 mg/5 mL powder for syrup (GP),20131005
238115,"dicloxacillin 250 mg capsule, hard (GP)",20130805
312044,dicloxacillin 250 mg film-coated tablet (GP),20130805
238162,"dicloxacillin 500 mg capsule, hard (GP)",20130805
611306,dicloxacillin 62.5 mg/5 mL powder for oral suspension (GP),20131005
610950,dicloxacillin 62.5 mg/5 mL powder for syrup (GP),20131005
312806,dicycloverine hydrochloride 10 mg + mefenamic acid 250 mg film-coated tablet (GP),20130805
369876,dicycloverine hydrochloride 10 mg + mefenamic acid 250 mg tablet (GP),20130805
261419,dicycloverine hydrochloride 10 mg + simeticone 100 mg tablet (GP),20130805
445544,dicycloverine hydrochloride 10 mg coated tablet (GP),20130805
312488,dicycloverine hydrochloride 10 mg film-coated tablet (GP),20130805
310989,dicycloverine hydrochloride 10 mg tablet (GP),20130805
1042934,"dicycloverine hydrochloride 10 mg/1 mL + simeticone 40 mg/1 mL oral drops, solution (GP)",20181115
611616,dicycloverine hydrochloride 10 mg/5 mL syrup (GP),20131005
246491,dicycloverine hydrochloride 15 mg + mefenamic acid 250 mg film-coated tablet (GP),20130805
246541,dicycloverine hydrochloride 20 mg + mefenamic acid 500 mg film-coated tablet (GP),20130805
611560,"dicycloverine hydrochloride 5 mg/5 mL + simeticone 50 mg/5 mL oral drops, solution (GP)",20131005
611502,dicycloverine hydrochloride 5 mg/5 mL + simeticone 50 mg/5 mL oral suspension (GP),20131005
611381,dicycloverine hydrochloride 5 mg/5 mL + simeticone 50 mg/5 mL syrup (GP),20131005
472715,didanosine 100 mg tablet (GP),20130805
656684,didanosine 125 mg chewable tablet (GP),20131102
472974,"didanosine 125 mg gastro-resistant capsule, hard (GP)",20130805
656728,didanosine 200 mg chewable tablet (GP),20131102
473073,"didanosine 200 mg gastro-resistant capsule, hard (GP)",20130805
472762,didanosine 200 mg tablet (GP),20130805
656763,didanosine 25 mg chewable tablet (GP),20131102
472817,didanosine 25 mg tablet (GP),20130805
473189,"didanosine 250 mg gastro-resistant capsule, hard (GP)",20130805
473311,"didanosine 400 mg gastro-resistant capsule, hard (GP)",20130805
472864,didanosine 50 mg tablet (GP),20130805
790919,dienogest 2 mg tablet (GP),20140504
683273,dienogest 3 mg + estradiol valerate 2 mg film-coated tablet (GP),20140104
657247,diethylcarbamazine citrate 300 mg tablet (GP),20131102
846011,diethylcarbamazine citrate 50 mg tablet (GP),20140914
841094,diflucortolone valerate 100 mg/100 g + isoconazole nitrate 1 g/100 g cream (GP),20161116
684799,diflunisal 250 mg film-coated tablet (GP),20140104
717633,digoxin (specific antibody fragments) 40 mg powder for solution for injection (GP),20140118
273059,digoxin 250 mcg tablet (GP),20130805
611663,digoxin 50 mcg/1 mL oral solution (GP),20161116
767896,digoxin 500 mcg/2 mL solution for injection (GP),20161121
357273,digoxin 62.5 mcg tablet (GP),20130805
994513,dihydroartemisinin 40 mg + piperaquine tetraphosphate 320 mg film-coated tablet (GP),20161106
903894,dihydroergocornine mesilate 333 mcg/1 mg + dihydroergocristine mesilate 333 mcg/1 mg + dihydroergocryptine mesilate 333 mcg/1 mg tablet (GP),20150228
312691,"dihydroergocristine 3 mg capsule, soft (GP)",20130805
754754,dihydroergotoxine mesilate 1 mg tablet (GP),20140407
800791,dihydroergotoxine mesilate 1.5 mg tablet (GP),20190215
830867,dihydroergotoxine mesilate 3 mg/1 mL solution for injection (GP),20190215
646793,dihydroergotoxine mesilate 4.5 mg gastro-resistant tablet (GP),20190218
422610,diiodohydroxyquinoline 100 mg + nystatin 100000 u vaginal tablet (GP),20130805
327564,diiodohydroxyquinoline 100 mg vaginal tablet (GP),20130805
695343,diiodohydroxyquinoline 250 mg + furazolidone 50 mg + kaolin 250 mg + neomycin 50 mg + phthalylsulfathiazole 250 mg tablet (GP),20140118
796518,diiodohydroxyquinoline 250 mg + furazolidone 50 mg + neomycin sulfate 50 mg + phthalylsulfathiazole 250 mg tablet (GP),20140519
319959,diiodohydroxyquinoline 650 mg tablet (GP),20130805
819831,dill oil 3.6 mcL/5 mL + sodium bicarbonate 50 mg/5 mL syrup (GP),20140705
212812,diltiazem hydrochloride 10 mg powder for solution for injection (GP),20130627
212831,"diltiazem hydrochloride 100 mg prolonged-release capsule, hard (GP)",20170601
212849,"diltiazem hydrochloride 120 mg prolonged-release capsule, hard (GP)",20150817
212865,diltiazem hydrochloride 120 mg prolonged-release tablet (GP),20130627
212877,diltiazem hydrochloride 120 mg tablet (GP),20130627
212883,"diltiazem hydrochloride 180 mg prolonged-release capsule, hard (GP)",20130627
212906,"diltiazem hydrochloride 200 mg prolonged-release capsule, hard (GP)",20130627
212910,"diltiazem hydrochloride 240 mg prolonged-release capsule, hard (GP)",20130627
212923,diltiazem hydrochloride 30 mg film-coated tablet (GP),20130627
212934,diltiazem hydrochloride 30 mg tablet (GP),20130627
212947,"diltiazem hydrochloride 300 mg prolonged-release capsule, hard (GP)",20130627
212952,diltiazem hydrochloride 50 mg powder for solution for injection (GP),20130627
212975,diltiazem hydrochloride 60 mg film-coated tablet (GP),20130627
212968,"diltiazem hydrochloride 60 mg prolonged-release capsule, hard (GP)",20130627
212981,diltiazem hydrochloride 60 mg tablet (GP),20130627
212999,"diltiazem hydrochloride 90 mg prolonged-release capsule, hard (GP)",20130627
213007,diltiazem hydrochloride 90 mg tablet (GP),20130627
611750,dimenhydrinate 15 mg/5 mL syrup (GP),20131005
1266883,dimenhydrinate 200 mg/100 mL + lidocaine hydrochloride 1 g/100 mL oral suspension (GP),20230617
433229,dimenhydrinate 25 mg + pyridoxine 25 mg coated tablet (GP),20160305
339841,dimenhydrinate 25 mg suppository (GP),20130805
313787,"dimenhydrinate 50 mg + pyridoxine 10 mg capsule, hard (GP)",20160305
433264,dimenhydrinate 50 mg + pyridoxine hydrochloride 100 mg coated tablet (GP),20160305
313699,dimenhydrinate 50 mg + pyridoxine hydrochloride 100 mg film-coated tablet (GP),20160305
366678,dimenhydrinate 50 mg + pyridoxine hydrochloride 20 mg tablet (GP),20160104
319701,dimenhydrinate 50 mg coated tablet (GP),20130805
339792,dimenhydrinate 50 mg film-coated tablet (GP),20130805
266495,dimenhydrinate 50 mg tablet (GP),20130805
560710,dimenhydrinate 50 mg/1 mL solution for injection (GP),20131005
876881,dimercaprol 100 mg/2 mL solution for injection (GP),20150105
980554,dimercaptopropanesulfonate 5 g/100 mL solution for injection (GP),20160404
813784,dimethindene maleate 100 mg/100 g gel (GP),20161116
1163159,"dimethyl fumarate 120 mg gastro-resistant capsule, hard (GP)",20201002
1163246,"dimethyl fumarate 240 mg gastro-resistant capsule, hard (GP)",20201002
1124411,dimethyl sulfoxide 10 g/100 g cream (GP),20190829
1219277,dimethyl sulfoxide 10 g/100 mL + triamcinolone acetonide 100 mg/100 mL cutaneous emulsion (GP),20211216
920599,dimethyl sulfoxide 10 g/100 mL + triamcinolone acetonide 20 mg/100 mL cutaneous solution (GP),20150404
920677,dimethyl sulfoxide 10 g/100 mL cutaneous solution (GP),20150404
891349,dimethyl sulfoxide 10 mL/100 mL + triamcinolone acetonide 100 mg/100 mL cutaneous emulsion (GP),20150202
891298,dimethyl sulfoxide 10 mL/100 mL cutaneous solution (GP),20150202
981915,dimethyl sulfoxide 25 g/100 g cream (GP),20160418
213024,dimethyl sulfoxide 8 g/100 g + fluorouracil 500 mg/100 g + salicylic acid 10 g/100 g cutaneous solution (GP),20141117
213011,dimethyl sulfoxide 8 g/100 g + fluorouracil 500 mg/100 g + salicylic acid 10 g/100 g gel (GP),20141117
1012731,dimethyl sulfoxide cutaneous liquid (GP),20170806
993418,dimeticone 40 mg + dried aluminium hydroxide gel 200 mg + magnesium hydroxide 100 mg + mannitol 300 mg tablet (GP),20160904
841812,dimetindene 25 mg/100 g + phenylephrine hydrochloride 250 mg/100 mL nasal gel (GP),20151207
841751,"dimetindene 25 mg/100 mL + phenylephrine hydrochloride 250 mg/100 mL nasal drops, solution (GP)",20160305
841854,"dimetindene 25 mg/100 mL + phenylephrine hydrochloride 250 mg/100 mL nasal spray, solution (GP)",20160305
1278589,dinalbuphine sebacate 150 mg/2 mL solution for injection (GP),20230805
649060,dinoprostone 3 mg vaginal tablet (GP),20131005
720637,diosmectite 3 g powder for oral solution (GP),20140118
1253981,diosmectite 3 g/10 g oral suspension (GP),20230203
796040,diosmectite 3 g/20 mL oral suspension (GP),20140519
344126,diosmin 150 mg coated tablet (GP),20130805
304697,diosmin 450 mg + hesperidin 50 mg film-coated tablet (GP),20130805
312765,diosmin 450 mg film-coated tablet (GP),20130805
471276,diosmin 500 mg coated tablet (GP),20161116
1049052,diosmin 900 mg + hesperidin 100 mg film-coated tablet (GP),20190103
951720,diphenhydramine hydrochloride 10 mg/5 mL syrup (GP),20150614
614358,diphenhydramine hydrochloride 12.5 mg/5 mL + guaifenesin 50 mg/5 mL + sodium citrate 180 mg/5 mL oral solution (GP),20131005
614577,diphenhydramine hydrochloride 12.5 mg/5 mL + pseudoephedrine hydrochloride 30 mg/5 mL syrup (GP),20131005
965417,diphenhydramine hydrochloride 12.5 mg/5 mL oral suspension (GP),20151207
499874,diphenhydramine hydrochloride 200 mg/100 g cream (GP),20160306
459121,diphenhydramine hydrochloride 25 mg + paracetamol 500 mg + pseudoephedrine hydrochloride 30 mg tablet (GP),20151018
244995,diphenhydramine hydrochloride 25 mg + paracetamol 500 mg film-coated tablet (GP),20160307
955786,"diphenhydramine hydrochloride 25 mg capsule, hard (GP)",20150805
371126,diphenhydramine hydrochloride 25 mg coated tablet (GP),20150909
310451,diphenhydramine hydrochloride 25 mg film-coated tablet (GP),20150909
401592,diphenhydramine hydrochloride 25 mg tablet (GP),20160307
884458,diphenhydramine hydrochloride 25 mg/5 mL syrup (GP),20160306
932800,diphenhydramine hydrochloride 250 mg/100 mL oral solution (GP),20150418
625909,diphenhydramine hydrochloride 5 mg/5 mL + guaifenesin 60 mg/5 mL + paracetamol 120 mg/5 mL + pseudoephedrine hydrochloride 15 mg/5 mL syrup (GP),20131005
314642,"diphenhydramine hydrochloride 50 mg capsule, hard (GP)",20160305
291131,diphenhydramine hydrochloride 50 mg tablet (GP),20160306
968277,diphenhydramine hydrochloride 50 mg/1 mL solution for injection (GP),20160104
625945,diphenhydramine hydrochloride 7.5 mg/5 mL + paracetamol 150 mg/5 mL syrup (GP),20160305
843091,diphenidol hydrochloride 25 mg coated tablet (GP),20161116
1049757,diphenylcyclopropenone 1 g/100 mL cutaneous solution (GP),20190103
1049301,diphenylcyclopropenone 1 mg/100 mL cutaneous solution (GP),20190103
1049800,diphenylcyclopropenone 1.25 g/100 mL cutaneous solution (GP),20190103
1049859,diphenylcyclopropenone 1.5 g/100 mL cutaneous solution (GP),20190103
1049408,diphenylcyclopropenone 10 mg/100 mL cutaneous solution (GP),20190103
