TMTID(GP),FSN,CHANGEDATE
693324,aluminium hydroxide 350 mg + magnesium hydroxide 100 mg + simeticone 50 mg tablet (GP),20140118
747816,aluminium hydroxide 350 mg + magnesium hydroxide 175 mg + simeticone 25 mg chewable tablet (GP),20140324
817367,aluminium hydroxide 350 mg + magnesium hydroxide 200 mg + simeticone 25 mg tablet (GP),20140705
829481,aluminium hydroxide 370 mg/5 mL oral suspension (GP),20181103
1032332,aluminium hydroxide 400 mg + atropine sulfate 200 mcg + magnesium hydroxide 100 mg tablet (GP),20180601
815422,aluminium hydroxide 400 mg/5 mL + magnesium hydroxide 133.33 mg/5 mL + simeticone 20 mg/5 mL oral suspension (GP),20181103
693395,aluminium hydroxide 400 mg/5 mL + magnesium hydroxide 75 mg/5 mL + simeticone 16.67 mg/5 mL oral suspension (GP),20181103
893720,aluminium hydroxide 45.9 mg/5 mL + magnesium hydroxide 15 g/5 mL oral suspension (GP),20181103
780027,aluminium hydroxide 500 mg chewable tablet (GP),20140420
780062,aluminium hydroxide 500 mg tablet (GP),20140420
801034,aluminium hydroxide 600 mg/5 mL + magnesium hydroxide 450 mg/5 mL + simeticone 80 mg/5 mL oral suspension (GP),20140519
918327,aluminium hydroxide 61.25 mg/5 mL oral suspension (GP),20181103
857808,aluminium hydroxide 76.67 mg/5 mL + magnesium hydroxide 25 mg/5 mL + simeticone 10 mg/5 mL oral suspension (GP),20181103
828161,aluminium hydroxide 86.67 mg/5 mL + magnesium hydroxide 100 mg/5 mL + simeticone 13.33 mg/5 mL oral suspension (GP),20181103
807718,aluminium hydroxide-magnesium carbonate co-dried gel 325 mg + dicycloverine hydrochloride 2.5 mg + simeticone 10 mg tablet (GP),20150906
727706,aluminium sodium silicate 280 mg + bismuth subnitrate 150 mg + glycyrrhiza 400 mg + sodium sulfate 150 mg tablet (GP),20140118
919491,aluminium subacetate 54.5 mL/100 mL concentrate for cutaneous solution (GP),20150404
915151,aluminium subacetate 54.5 mL/100 mL cutaneous liquid (GP),20150314
900010,aluminium subacetate 54.5 mL/100 mL cutaneous solution (GP),20150404
886402,aluminum hydroxide 230 mg + magnesium hydroxide 85 mg tablet (GP),20160305
869219,aluminum hydroxide 36.64 mg + calcium carbonate 200 mg + cinnamon oil 300 mcg + clove oil 300 mcg + diastase 25 mg + fennel oil 300 mcg + levomenthol 1 mg + mamylase 37.5 mg + scopolia extract 2.5 mg + sodium bicarbonate 50 mg + thiamine mononitrate 750 mcg tablet (GP),20141123
838607,"alverine citrate 60 mg + simeticone 300 mg capsule, soft (GP)",20140817
1285898,amantadine hydrochloride 100 mg tablet (GP),20231013
1294668,amaranthus hybridus allergen extract 14 mg/1 mL solution for skin-prick test (GP),20240328
683819,ambrisentan 10 mg film-coated tablet (GP),20140104
683764,ambrisentan 5 mg film-coated tablet (GP),20140104
448981,ambroxol hydrochloride 15 mg lozenge (GP),20130805
383537,ambroxol hydrochloride 15 mg pastille (GP),20130805
537243,ambroxol hydrochloride 15 mg/2 mL solution for injection (GP),20131005
583071,ambroxol hydrochloride 15 mg/5 mL syrup (GP),20131005
268719,ambroxol hydrochloride 30 mg film-coated tablet (GP),20130805
237568,ambroxol hydrochloride 30 mg tablet (GP),20130805
583490,"ambroxol hydrochloride 30 mg/5 mL oral drops, solution (GP)",20131005
582889,ambroxol hydrochloride 30 mg/5 mL syrup (GP),20131005
268215,"ambroxol hydrochloride 75 mg prolonged-release capsule, hard (GP)",20130805
1293753,american cockroach (periplaneta americana) allergen extract 50 mg/1 mL solution for skin-prick test (GP),20240328
813692,"amfenac 50 mg capsule, hard (GP)",20140616
210430,"amfenac sodium 90 mg capsule, hard (GP)",20150703
719421,amifostine 500 mg powder for solution for injection (GP),20140118
886247,"amikacin 1 g/4 mL eye drops, solution (GP)",20150119
750260,amikacin 1 g/4 mL solution for injection (GP),20160417
537800,amikacin 100 mg/2 mL solution for injection (GP),20131005
998989,"amikacin 2 g/100 mL ear/eye drops, solution (GP)",20161203
1156694,"amikacin 2 g/100 mL eye drops, solution (GP)",20200801
537514,amikacin 250 mg/1 mL solution for injection (GP),20131005
537386,amikacin 250 mg/2 mL solution for injection (GP),20131005
831783,amikacin 5 g/100 g gel (GP),20140803
916374,"amikacin 5 g/100 mL ear drops, solution (GP)",20150316
990038,"amikacin 5 g/100 mL eye drops, solution (GP)",20200515
537338,amikacin 500 mg/2 mL solution for injection (GP),20160404
1101171,"amikacin sulfate 2 g/100 mL eye drops, solution (GP)",20190628
1145752,"amikacin sulfate 5 g/100 mL eye drops, solution (GP)",20200517
379626,amiloride hydrochloride 2.5 mg + hydrochlorothiazide 25 mg + timolol 10 mg tablet (GP),20130805
238485,amiloride hydrochloride 5 mg + hydrochlorothiazide 50 mg tablet (GP),20130805
378599,amiloride hydrochloride 5 mg tablet (GP),20130805
795307,aminacrine hydrochloride 100 mg/100 g + cetrimide 500 mg/100 g cream (GP),20140519
1026577,amino acid 3 g/100 mL + calcium gluconate 600 mg/100 mL + dextrose 10 g/100 mL solution for injection/infusion (GP),20180315
1276456,amino acid 3.33 g/100 mL + calcium 300 mg/100 mL + destrose 12.5 g/100 mL + heparin 50 iu/100 mL solution for infusion (GP),20230715
677496,amino acids + carbohydrates + minerals + multivitamins solution for infusion (GP),20140104
1220990,amino acids + dextrose + electrolytes + lipids emulsion for infusion (GP),20220113
989051,amino acids + dextrose + electrolytes + multivitamins solution for infusion (GP),20160703
964397,"amino acids + multivitamins capsule, hard (GP)",20151207
675527,amino acids + multivitamins syrup (GP),20140104
1308254,amino acids 10 g/100 mL + calcium gluconate 1.05 g/100 mL + dextrose 35 g/100 mL + dipotassium phosphate 1.74 g/100 mL + heparin 100 unit/100 mL + magnesium sulfate 380 g/100 mL + potassium chloride 1.5 g/100 mL + sodium acetate 2.72 g/100 mL + sodium chloride 1.17 g/100 mL + trace element 1.5 mL/100 mL + water soluble multivitamins 1 mL/100 mL + zinc sulfate 500 mcg/100 mL solution for infusion (GP),20240913
729913,amino acids 10 g/100 mL solution for infusion (GP),20160305
1016655,amino acids 100 g/1.97 L + dextrose 250 g/1.97 L + lipids 75 g/1.97 L emulsion for infusion (GP),20171012
700311,amino acids 110 g/2.5 L + dextrose 250 g/2.5 L + lipids 100 g/2.5 L emulsion for infusion (GP),20160417
801941,amino acids 15 g/100 mL solution for infusion (GP),20151207
959543,amino acids 2.7 g/100 mL solution for infusion (GP),20150922
981272,amino acids 22 g/1 L + dextrose 80 g/1 L + lipids 20 g/1 L emulsion for infusion (GP),20160417
730290,amino acids 3 g/100 mL + dextrose 7.5 g/100 mL solution for infusion (GP),20140202
981326,amino acids 33 g/1.5 L + dextrose 120 g/1.5 L + lipids 30 g/1.5 L emulsion for infusion (GP),20160417
676923,amino acids 34 g/1.026 L + dextrose 100 g/1.026 L + lipids 40 g/1.026 L emulsion for infusion (GP),20160417
772719,amino acids 34 g/1.44 L + dextrose 97 g/1.44 L + lipids 51 g/1.44 L emulsion for infusion (GP),20160417
981771,amino acids 35.9 g/625 mL + dextrose 90 g/625 mL + lipids 25 g/625 mL emulsion for infusion (GP),20160418
981433,amino acids 40 g/1 L + dextrose 160 g/1 L + lipids 40 g/1 L emulsion for infusion (GP),20160417
808604,amino acids 40 g/1.25 L + dextrose 80 g/1.25 L + lipids 50 g/1.25 L emulsion for infusion (GP),20160417
981388,amino acids 44 g/2 L + dextrose 160 g/2 L + lipids 40 g/2 L emulsion for infusion (GP),20160417
677047,amino acids 45 g/1.92 L + dextrose 130 g/1.29 L + lipids 68 g/1.92 L emulsion for infusion (GP),20160417
981181,amino acids 46 g/1.448 L + dextrose 103 g/1.448 L + lipids 41 g/1.448 L emulsion for infusion (GP),20160417
1164423,amino acids 5 g/100 mL + calcium gluconate 600 mg/100 mL + dextrose 10 g/100 mL + heparin 10 mg/100 mL solution for infusion (GP),20201016
959472,amino acids 5 g/100 mL solution for infusion (GP),20150922
1016638,amino acids 50 g/986 mL + dextrose 125 g/986 mL + lipids 38 g/986 mL emulsion for infusion (GP),20171012
970521,amino acids 6.53 g/100 mL solution for infusion (GP),20160117
981480,amino acids 60 g/1.5 L + dextrose 240 g/1.5 L + lipids 60 g/1.5 L emulsion for infusion (GP),20160417
808689,amino acids 60 g/1.875 L + dextrose 120 g/1.875 L + lipids 75 g/1.875 L emulsion for infusion (GP),20160417
981238,amino acids 60 g/1.904 L + dextrose 135 g/1.904 L + lipids 54 g/1.904 L emulsion for infusion (GP),20160417
945363,amino acids 600 mg film-coated tablet (GP),20150601
916303,amino acids 68 g/2.053 L + dextrose 200 g/2.053 L + lipids 80 g/2.053 L emulsion for infusion (GP),20160417
699641,amino acids 7 g/100 mL solution for infusion (GP),20170601
729966,amino acids 7.2 g/100 mL solution for infusion (GP),20240913
808754,amino acids 71.8 g/1.25 L + dextrose 180 g/1.25 L + lipids 50 g/1.25 L emulsion for infusion (GP),20170902
1008533,amino acids 75 g/1.477 L + dextrose 187 g/1.477 L + lipids 56 g/1.477 L emulsion for infusion (GP),20170602
730033,amino acids 8 g/100 mL solution for infusion (GP),20240913
981530,amino acids 80 g/2 L + dextrose 320 g/2 L + lipids 80 g/2 L emulsion for infusion (GP),20170715
719497,aminolevulinic acid 20 g/100 mL cutaneous solution (GP),20140118
999037,aminophylline 10 mg/1 mL oral solution (GP),20161203
238746,aminophylline 100 mg film-coated tablet (GP),20130805
238664,aminophylline 100 mg tablet (GP),20130805
251030,"aminophylline 25 mg + chlorphenamine maleate 2 mg + methoxyphenamine 12.5 mg + noscapine 7 mg capsule, hard (GP)",20130805
538072,aminophylline 250 mg/10 mL solution for injection (GP),20131005
538161,aminophylline 500 mg/2 mL solution for injection (GP),20131005
826722,aminosalicylic acid 4 g gastro-resistant granules (GP),20140721
519448,amiodarone hydrochloride 150 mg/3 mL concentrate for solution for injection/infusion (GP),20170902
1156809,amiodarone hydrochloride 20 mg/1 mL oral suspension (GP),20200801
765235,amiodarone hydrochloride 200 mg tablet (GP),20170902
1118724,amiodarone hydrochloride 5 mg/1 mL oral suspension (GP),20190628
989993,amiodarone hydrochloride 8 mg/1 mL oral suspension (GP),20170902
683888,amisulpride 100 mg film-coated tablet (GP),20140104
684035,amisulpride 200 mg tablet (GP),20140104
683937,amisulpride 400 mg film-coated tablet (GP),20140104
683985,amisulpride 50 mg tablet (GP),20140104
384203,amitriptyline hydrochloride 10 mg + perphenazine 2 mg coated tablet (GP),20130805
413336,amitriptyline hydrochloride 10 mg + perphenazine 2 mg film-coated tablet (GP),20130805
384149,amitriptyline hydrochloride 10 mg + perphenazine 4 mg coated tablet (GP),20130805
413294,amitriptyline hydrochloride 10 mg + perphenazine 4 mg film-coated tablet (GP),20130805
238910,amitriptyline hydrochloride 10 mg coated tablet (GP),20130805
244723,amitriptyline hydrochloride 10 mg film-coated tablet (GP),20130805
247668,amitriptyline hydrochloride 25 mg + perphenazine 2 mg coated tablet (GP),20130805
413256,amitriptyline hydrochloride 25 mg + perphenazine 2 mg film-coated tablet (GP),20130805
238968,amitriptyline hydrochloride 25 mg coated tablet (GP),20130805
244768,amitriptyline hydrochloride 25 mg film-coated tablet (GP),20130805
438015,"amitriptyline hydrochloride 25 mg prolonged-release capsule, hard (GP)",20130805
239067,amitriptyline hydrochloride 25 mg tablet (GP),20130805
294601,amitriptyline hydrochloride 50 mg coated tablet (GP),20130805
464584,amitriptyline hydrochloride 50 mg film-coated tablet (GP),20130805
438058,"amitriptyline hydrochloride 50 mg prolonged-release capsule, hard (GP)",20130805
1289986,amivantamab 350 mg/7 mL concentrate for solution for infusion (GP),20231228
999156,amlodipine 1 mg/1 mL oral suspension (GP),20161203
210482,amlodipine 10 mg + atorvastatin 10 mg film-coated tablet (GP),20130627
210495,amlodipine 10 mg + atorvastatin 20 mg film-coated tablet (GP),20130627
210509,amlodipine 10 mg + atorvastatin 40 mg film-coated tablet (GP),20130627
210513,amlodipine 10 mg + atorvastatin 80 mg film-coated tablet (GP),20130627
991638,amlodipine 10 mg + bisoprolol fumarate 5 mg tablet (GP),20160731
210566,amlodipine 10 mg + hydrochlorothiazide 12.5 mg + valsartan 160 mg film-coated tablet (GP),20130627
210578,amlodipine 10 mg + hydrochlorothiazide 25 mg + valsartan 160 mg film-coated tablet (GP),20130627
210584,amlodipine 10 mg + hydrochlorothiazide 25 mg + valsartan 320 mg film-coated tablet (GP),20130627
1028046,amlodipine 10 mg + indapamide 1.25 mg + perindopril arginine 5 mg film-coated tablet (GP),20180505
210606,amlodipine 10 mg + olmesartan medoxomil 40 mg film-coated tablet (GP),20181129
210725,amlodipine 10 mg + perindopril arginine 10 mg tablet (GP),20150906
210741,amlodipine 10 mg + perindopril arginine 5 mg tablet (GP),20150906
210634,amlodipine 10 mg + telmisartan 40 mg tablet (GP),20130627
210652,amlodipine 10 mg + telmisartan 80 mg tablet (GP),20130627
210675,amlodipine 10 mg + valsartan 160 mg film-coated tablet (GP),20130627
210681,amlodipine 10 mg + valsartan 320 mg film-coated tablet (GP),20160917
781950,amlodipine 10 mg film-coated tablet (GP),20140504
944148,amlodipine 10 mg orodispersible tablet (GP),20150601
210448,amlodipine 10 mg tablet (GP),20130627
210453,amlodipine 2.5 mg film-coated tablet (GP),20130627
905745,amlodipine 2.5 mg tablet (GP),20150228
210521,amlodipine 5 mg + atorvastatin 10 mg film-coated tablet (GP),20130627
210532,amlodipine 5 mg + atorvastatin 20 mg film-coated tablet (GP),20130627
210545,amlodipine 5 mg + atorvastatin 40 mg film-coated tablet (GP),20130627
210550,amlodipine 5 mg + atorvastatin 80 mg film-coated tablet (GP),20130627
732213,amlodipine 5 mg + benazepril 10 mg tablet (GP),20140202
991590,amlodipine 5 mg + bisoprolol fumarate 5 mg tablet (GP),20160731
954168,amlodipine 5 mg + candesartan cilexetil 8 mg tablet (GP),20150716
210597,amlodipine 5 mg + hydrochlorothiazide 12.5 mg + valsartan 160 mg film-coated tablet (GP),20130627
698735,amlodipine 5 mg + hydrochlorothiazide 25 mg + valsartan 160 mg film-coated tablet (GP),20161106
1028005,amlodipine 5 mg + indapamide 1.25 mg + perindopril arginine 5 mg film-coated tablet (GP),20180505
696699,amlodipine 5 mg + losartan potassium 100 mg film-coated tablet (GP),20150906
696739,amlodipine 5 mg + losartan potassium 50 mg film-coated tablet (GP),20150906
210610,amlodipine 5 mg + olmesartan medoxomil 20 mg film-coated tablet (GP),20130627
210623,amlodipine 5 mg + olmesartan medoxomil 40 mg film-coated tablet (GP),20130627
210739,amlodipine 5 mg + perindopril arginine 10 mg tablet (GP),20150906
210756,amlodipine 5 mg + perindopril arginine 5 mg tablet (GP),20150906
210647,amlodipine 5 mg + telmisartan 40 mg tablet (GP),20130627
210668,amlodipine 5 mg + telmisartan 80 mg tablet (GP),20130627
210702,amlodipine 5 mg + valsartan 160 mg film-coated tablet (GP),20130627
210699,amlodipine 5 mg + valsartan 320 mg film-coated tablet (GP),20160917
210718,amlodipine 5 mg + valsartan 80 mg film-coated tablet (GP),20170806
210469,amlodipine 5 mg film-coated tablet (GP),20130627
944182,amlodipine 5 mg orodispersible tablet (GP),20150601
210476,amlodipine 5 mg tablet (GP),20130627
933086,"ammonia 3.6 mL/100 mL inhalation vapour, solution (GP)",20150418
900215,"ammonia 30 g/100 mL inhalation vapour, solution (GP)",20150218
782198,"ammonia 6.75 mg/100 mL + ammonium bicarbonate 2.5 mg/100 mL inhalation vapour, solution (GP)",20140504
1036470,"ammonia 6.75 mL/100 mL + ammonium bicarbonate 2.5 g/100 mL inhalation vapour, solution (GP)",20180805
839641,"ammonia 7 mL/100 mL + ammonium bicarbonate 2.5 g/100 mL inhalation vapour, solution (GP)",20140817
939245,"ammonia solution 1.08 mL/100 mL inhalation vapour, solution (GP)",20150503
609005,ammonium bicarbonate 100 mg/5 mL + dextromethorphan hydrobromide 5 mg/5 mL + glycyrrhiza 0.25 mL/5 mL + ipecacuanha 150 mcL/5 mL syrup (GP),20131005
987114,ammonium carbonate 1 g/100 mL + camphorated opium tincture 12.67 mL/100 mL + glycyrrhiza 6 mL/100 mL + squill tincture 1.67 mL/100 mL oral solution (GP),20160605
959233,ammonium carbonate 1 g/100 mL + glycyrrhiza 10.8 mL/100 mL oral solution (GP),20150910
951627,ammonium carbonate 1.33 g/100 mL + senega tincture 6 g/100 mL oral solution (GP),20150614
531478,ammonium carbonate 100 mg/5 mL + camphorated opium tincture 670 mcL/5 mL + senega tincture 600 mcL/5 mL + squill tincture 170 mcL/5 mL oral solution (GP),20130914
611933,ammonium carbonate 125 mg/5 mL + diphenhydramine hydrochloride 12.5 mg/5 mL syrup (GP),20131005
213179,ammonium carbonate 2 g/100 mL + camphorated opium tincture 13.33 mL/100 mL + senega tincture 12 mL/100 mg + squill tincture 3.33 mL/100 mL oral solution (GP),20150502
936358,ammonium carbonate 2 g/100 mL + camphorated opium tincture 3.33 mL/100 mL + squill tincture 13.33 mL/100 mL oral solution (GP),20150503
949425,ammonium carbonate 2 g/100 mL + glycyrrhiza 0.5 mL/100 mL + senega tincture 12 mL/100 mL + squill tincture 3.33 mL/100 mL oral solution (GP),20190711
932682,ammonium carbonate 2 g/100 mL oral solution (GP),20150418
1120458,ammonium carbonate 2 mL/100 mL + glycyrrhiza 0.5 mL/100 mL + ossein-hydroxyapatite compound 200 mg + senega tincture 12 mL/100 mL oral solution (GP),20190715
934069,"ammonium carbonate 2.4 g/100 mL + strong ammonia solution 4.76 mL/100 mL inhalation vapour, solution (GP)",20150503
