TMTID(SUBS),FSN,CHANGEDATE
224549,interferon beta-1a (SUBS),20130627
224554,interferon beta-1b (SUBS),20150801
829032,iobitridol (SUBS),20140721
505827,iodine (SUBS),20130830
810377,iodixanol (SUBS),20140602
563541,iohexol (SUBS),20131005
814974,iomeprol (SUBS),20140616
786098,iopamidol (SUBS),20140504
563709,iopromide (SUBS),20131005
777643,ioversol (SUBS),20140420
825205,ioxaglate meglumine (SUBS),20150903
825222,ioxaglate sodium (SUBS),20150920
828220,ioxitalamate meglumine (SUBS),20150903
710788,ipecacuanha (SUBS),20141013
980447,ipecacuanha tincture (SUBS),20160404
959976,ipilimumab (SUBS),20150922
721601,ipratropium bromide (SUBS),20140118
224565,irbesartan (SUBS),20130627
1304795,irinotecan (SUBS),20240817
878281,irinotecan hydrochloride trihydrate (SUBS),20150105
323212,iron (SUBS),20201115
837174,iron dextran (SUBS),20140817
841574,iron sucrose (SUBS),20160214
1232607,irsogladine maleate (SUBS),20220428
1150971,isavuconazole (SUBS),20200705
841060,isoconazole nitrate (SUBS),20161116
767503,isoflurane (SUBS),20140407
764614,isoleucine (SUBS),20150801
247033,isoniazid (SUBS),20130805
1275211,isonizid (SUBS),20230715
657707,isophane insulin (SUBS),20131102
807495,isoprenaline hydrochloride (SUBS),20150816
812340,isopropyl alcohol (SUBS),20140616
564007,isosorbide dinitrate (SUBS),20131005
647160,isosorbide mononitrate (SUBS),20131005
751609,isosulfan blue (SUBS),20140324
229397,isotretinoin (SUBS),20130805
739885,ispaghula husk (SUBS),20140304
224583,isradipine (SUBS),20130627
519699,itopride hydrochloride (SUBS),20171106
341304,itraconazole (SUBS),20130805
295277,ivabradine (SUBS),20130805
471691,ivermectin (SUBS),20130805
1167311,ivy leaves dry extract (SUBS),20201202
224596,ixabepilone (SUBS),20130627
1111794,ixazomib (SUBS),20190504
1033738,ixekizumab (SUBS),20180702
762860,japanese encephalitis virus inactivated vaccine (SUBS),20150816
672314,japanese encephalitis virus live vaccine (SUBS),20150816
1174200,jojoba oil (SUBS),20210211
352976,kanamycin (SUBS),20130805
616837,kaolin (SUBS),20131005
756768,keratin (SUBS),20140407
533760,ketamine (SUBS),20130914
262599,ketoconazole (SUBS),20130805
224605,ketoprofen (SUBS),20130627
224614,ketorolac tromethamine (SUBS),20130627
234474,ketotifen (SUBS),20130805
769846,king cobra antivenin (SUBS),20160214
700471,labetalol (SUBS),20140118
1035640,labetalol hydrochloride (SUBS),20180805
671180,lacosamide (SUBS),20131215
654317,lactic acid (SUBS),20131102
646294,lactobacillus acidophilus agent (SUBS),20150816
721746,lactobacillus casei (SUBS),20140118
618133,lactulose (SUBS),20131005
1294242,l-alanine (SUBS),20240328
812522,l-alanyl-l-glutamine (SUBS),20171015
293049,lamivudine (SUBS),20130805
356662,lamotrigine (SUBS),20130805
1254065,lanadelumab (SUBS),20230203
946757,lanolin (SUBS),20150601
821957,lanreotide (SUBS),20140705
224622,lansoprazole (SUBS),20130627
519274,lanthanum (SUBS),20130914
691160,lanthanum carbonate (SUBS),20140104
224633,lapatinib (SUBS),20150816
792724,laronidase (SUBS),20140519
526843,latanoprost (SUBS),20130914
1243042,latanoprostene bunod (SUBS),20220915
576053,lauromacrogol 400 (SUBS),20150920
700798,lavender oil (SUBS),20140118
797521,lecithin (SUBS),20140519
996864,ledipasvir (SUBS),20161117
224646,leflunomide (SUBS),20130627
1250140,lemborexant (SUBS),20221216
811070,lemon oil (SUBS),20140616
224651,lenalidomide (SUBS),20130627
224667,lenograstim (SUBS),20130627
983236,lenvatinib (SUBS),20160430
224679,lercanidipine hydrochloride (SUBS),20170114
1245424,letermovir (SUBS),20221104
224680,letrozole (SUBS),20130627
764633,leucine (SUBS),20150801
224698,leuprorelin acetate (SUBS),20130627
1020455,levamlodipine (SUBS),20171202
354025,levetiracetam (SUBS),20130805
794171,levobunolol hydrochloride (SUBS),20140519
803410,levobupivacaine (SUBS),20140602
847884,levocetirizine dihydrochloride (SUBS),20161106
272702,levodopa (SUBS),20130805
728839,levodropropizine (SUBS),20140118
297944,levofloxacin (SUBS),20130805
944304,levomefolate calcium (SUBS),20150601
869149,levomenthol (SUBS),20150801
345501,levonorgestrel (SUBS),20130805
996478,levosimendan (SUBS),20161106
645632,levothyroxine sodium (SUBS),20131005
809632,lidocaine (SUBS),20150801
224729,lidocaine hydrochloride (SUBS),20130627
1052930,limaprost (SUBS),20190216
650779,linagliptin (SUBS),20131005
360245,lincomycin (SUBS),20130805
652385,linezolid (SUBS),20131005
1222626,lipegfilgrastim (SUBS),20220203
648337,lipidosterolic extract of serenoa repens (SUBS),20131005
677010,lipids (SUBS),20140104
1011974,liposomal agent (SUBS),20170806
711407,liquid soap (SUBS),20140118
531649,liquorice (SUBS),20150816
567426,liraglutide (SUBS),20131005
224738,lisinopril (SUBS),20130627
737904,lithium carbonate (SUBS),20140214
783526,liver extract (SUBS),20140504
1100849,lixisenatide (SUBS),20190302
764508,lodoxamide tromethamine (SUBS),20140407
1271287,lonoctocog alfa (SUBS),20230617
262665,loperamide (SUBS),20130805
236570,lopinavir (SUBS),20130805
233774,loratadine (SUBS),20130805
246663,lorazepam (SUBS),20130805
1166408,lorlatinib (SUBS),20201114
755172,l-ornithine-l-aspartate (SUBS),20140407
224740,lornoxicam (SUBS),20130627
224764,losartan potassium (SUBS),20130627
652858,loteprednol (SUBS),20131005
749740,loteprednol etabonate (SUBS),20140324
807108,loxaglate (SUBS),20140602
224772,loxoprofen (SUBS),20130627
1038847,lubiprostone (SUBS),20180831
670498,lubricating agent (SUBS),20131130
732437,lumefantrine (SUBS),20140202
1008800,lurasidone hydrochloride (SUBS),20170602
1010422,luseogliflozin (SUBS),20170616
1252302,luspatercept (SUBS),20230113
681703,lutropin alfa (SUBS),20140104
685535,lymecycline (SUBS),20140104
301173,lynestrenol (SUBS),20130805
675723,lysine (SUBS),20140104
854225,lysine acetate (SUBS),20150801
940806,lysine hydrochloride (SUBS),20150801
843753,lysozyme (SUBS),20140901
410450,lysozyme hydrochloride (SUBS),20130805
1008925,macitentan (SUBS),20170602
722013,macrogol (SUBS),20140118
899573,macrogol 1000 (SUBS),20221104
1160426,macrogol 40 (SUBS),20221104
691945,macrogol 400 (SUBS),20221104
657500,macrogol 4000 (SUBS),20131102
877239,magcerin (SUBS),20150105
316519,magnesium (SUBS),20130805
1324322,magnesium aluminometasilicate (SUBS),20250301
224786,magnesium carbonate (SUBS),20130627
738472,magnesium chloride (SUBS),20140214
763591,magnesium chloride hexahydrate (SUBS),20140407
689388,magnesium hydroxide (SUBS),20140104
775609,magnesium oxide (SUBS),20140407
406835,magnesium sulfate (SUBS),20130805
643001,magnesium trisilicate (SUBS),20131005
794897,makon OP-9 (SUBS),20140519
775728,malayan krait antivenin (SUBS),20160214
769912,malayan pit viper antivenin (SUBS),20160214
958113,malpighia punicifolia extract (SUBS),20150818
869165,mamylase (SUBS),20141123
758923,manganese (SUBS),20140407
781604,manganese sulfate (SUBS),20140420
798564,manganese sulfate monohydrate (SUBS),20140519
224793,manidipine hydrochloride (SUBS),20130627
520753,mannitol (SUBS),20131018
644011,maraviroc (SUBS),20131005
567881,measle (SUBS),20131005
979291,"measle virus, live attenuated (CAM-70) (SUBS)",20160404
838496,"measle virus, live attenuated (schwarz strain) (SUBS)",20140817
236641,mebendazole (SUBS),20130805
292656,mebeverine (SUBS),20130805
1013183,mebeverine hydrochloride (SUBS),20170902
1013165,mebhydrolin (SUBS),20170902
257774,mecobalamin (SUBS),20130805
276134,medazepam (SUBS),20130805
807917,medium chain triglyceride (SUBS),20150816
1034752,medium chain triglycerides (SUBS),20180713
224803,medroxyprogesterone acetate (SUBS),20130627
224819,mefenamic acid (SUBS),20130627
659381,mefloquine (SUBS),20131102
224826,megestrol acetate (SUBS),20160129
832151,meglumine gadopentetate (SUBS),20140803
285054,melatonin (SUBS),20130805
905671,melitracen (SUBS),20150228
224835,meloxicam (SUBS),20130627
224842,melphalan (SUBS),20130627
320057,memantine (SUBS),20130805
1009710,memantine hydrochloride (SUBS),20170616
855955,menadiol sodium diphosphate (SUBS),20141019
830309,menadione (SUBS),20140803
1017973,menadione sodium bisulfite (SUBS),20171103
811977,menaphthone sodium bisulfite (SUBS),20140616
335127,menatetrenone (SUBS),20130805
1299712,meningococcal group A polysaccharide (SUBS),20240615
1299731,meningococcal group C polysaccharide (SUBS),20240615
1299754,meningococcal group W polysaccharide (SUBS),20240615
1299777,meningococcal group Y polysaccharide (SUBS),20240615
673261,meningococcal polysaccharide group A (SUBS),20131215
673288,meningococcal polysaccharide group C (SUBS),20131215
673300,meningococcal polysaccharide group W135 (SUBS),20131215
673328,meningococcal polysaccharide group Y (SUBS),20131215
908619,"meningococcus, tetravalent purified polysaccharides antigen conjugated (SUBS)",20150228
490759,menthol (SUBS),20130830
809374,menthone (SUBS),20140602
1193336,menthyl salicylate (SUBS),20210715
568046,mepivacaine hydrochloride (SUBS),20151222
1322029,mepolizumab (SUBS),20250201
793176,mepyramine maleate (SUBS),20140519
953812,merbromin (SUBS),20150716
1272127,mercaptamine (SUBS),20230701
224857,mercaptopurine (SUBS),20130627
568300,meropenem (SUBS),20131005
249936,mesalazine (SUBS),20130805
568964,mesna (SUBS),20131005
373924,mesterolone (SUBS),20130805
792949,mestranol (SUBS),20140519
374032,metadoxine (SUBS),20130805
277977,metamizole (SUBS),20241004
245245,metandienone (SUBS),20150903
696815,metformin hydrochloride (SUBS),20140118
752616,methadone (SUBS),20140324
535768,methadone hydrochloride (SUBS),20131018
743858,methenamine (SUBS),20150801
847090,methionine (SUBS),20140914
239521,methocarbamol (SUBS),20130805
1014439,methol (SUBS),20170916
224861,methotrexate (SUBS),20130627
372737,methoxsalen (SUBS),20130805
815621,methoxy polyethylene glycol-epoetin beta (SUBS),20140616
1167849,methoxyflurane (SUBS),20201202
250989,methoxyphenamine (SUBS),20130805
510153,methyl salicylate (SUBS),20130830
956363,methylcellulose (SUBS),20150805
231217,methyldopa (SUBS),20130805
888924,methylene blue stain (SUBS),20150903
552537,methylephedrine (SUBS),20131018
761283,methylergometrine maleate (SUBS),20140407
746170,methylnaltrexone bromide (SUBS),20140324
934432,methylparaben (SUBS),20150503
294060,methylphenidate hydrochloride (SUBS),20151222
382410,methylprednisolone (SUBS),20130805
987715,methylprednisolone acetate (SUBS),20160605
696938,methylprednisolone sodium succinate (SUBS),20140118
297554,methyltestosterone (SUBS),20130805
752685,methylthioninium chloride (SUBS),20140324
525013,metipranolol (SUBS),20130914
321210,metoclopramide hydrochloride (SUBS),20151222
1001333,metoprolol succinate (SUBS),20161231
261783,metoprolol tartrate (SUBS),20200801
250530,metronidazole (SUBS),20130805
367473,mianserin (SUBS),20130805
659594,micafungin (SUBS),20131102
510508,miconazole (SUBS),20130830
756673,miconazole nitrate (SUBS),20140407
533901,midazolam (SUBS),20130914
370474,midecamycin (SUBS),20130805
1005772,midodrine hydrochloride (SUBS),20170329
1037955,midostaurin (SUBS),20180820
944531,mifamurtide (SUBS),20150601
1011581,mifepristone (SUBS),20170715
685767,miglitol (SUBS),20140104
685883,miglustat (SUBS),20140104
351337,milnacipran (SUBS),20130805
816343,milrinone (SUBS),20140616
776097,mineral oil (SUBS),20140420
675897,minerals (SUBS),20140104
855739,minocycline (SUBS),20141019
361884,minoxidil (SUBS),20130805
948285,mirabegron (SUBS),20150614
1281650,mirogabalin (SUBS),20230902
424580,mirtazapine (SUBS),20130805
224874,misoprostol (SUBS),20130627
685952,mitiglinide (SUBS),20140104
224888,mitomycin (SUBS),20130627
1145035,mitotane (SUBS),20200517
224900,mitoxantrone (SUBS),20130627
643220,moclobemide (SUBS),20131005
730756,modified fluid gelatin (SUBS),20140202
1231332,molnupiravir (SUBS),20220413
931965,molybdenum (SUBS),20150418
645451,mometasone furoate (SUBS),20131005
863372,monobasic potassium phosphate (SUBS),20141123
485300,monobasic sodium phosphate (SUBS),20130826
380323,montelukast (SUBS),20130805
1221567,moroctocog alfa (SUBS),20220203
353147,morphine (SUBS),20130805
535486,morphine sulfate (SUBS),20130914
334377,mosapride (SUBS),20130805
1148458,mosapride citrate (SUBS),20200614
255349,moxifloxacin (SUBS),20130805
646565,mucopolysaccharide polysulfate (SUBS),20131005
675493,multivitamins (SUBS),20140104
570778,mumps (SUBS),20131005
513412,mupirocin (SUBS),20130830
224916,muromonab-cd3 (SUBS),20130627
224928,mycophenolate mofetil (SUBS),20130627
647921,mycophenolic acid (SUBS),20131005
224937,nabumetone (SUBS),20130627
224944,nadroparin calcium (SUBS),20130627
686029,naftidrofuryl (SUBS),20140104
1143495,nalbuphine hydrochloride (SUBS),20200415
1301534,nalfurafine hydrochloride (SUBS),20240629
520965,naloxone (SUBS),20130914
768179,naloxone hydrochloride (SUBS),20140407
804527,nandrolone (SUBS),20140602
524106,naphazoline (SUBS),20130914
1199511,naphazoline hydrochloride (SUBS),20210813
798909,naphazoline nitrate (SUBS),20150903
224959,naproxen (SUBS),20130627
990905,natalizumab (SUBS),20160713
525287,natamycin (SUBS),20130914
1132751,natural betacarotene (SUBS),20191127
693812,natural mixed carotenoids (SUBS),20140118
387279,nebivolol (SUBS),20130805
998414,nefopam hydrochloride (SUBS),20161203
1296082,negative control of skin-prick tests (SUBS),20240412
1326440,neisseria meningitidis serogroup B adhesin A protein (SUBS),20250313
1326464,neisseria meningitidis serogroup B factor H binding protein fusion protein (SUBS),20250313
1326486,neisseria meningitidis serogroup B heparin binding antigen fusion protein (SUBS),20250313
1326504,neisseria meningitidis serogroup B outer membrane vesicles (SUBS),20250313
686093,nelfinavir mesilate (SUBS),20140104
385109,neomycin (SUBS),20130805
488838,neomycin sulfate (SUBS),20130830
223128,neostigmine bromide (SUBS),20150909
387706,neostigmine methylsulfate (SUBS),20150909
525358,nepafenac (SUBS),20130914
571428,netilmicin (SUBS),20131005
1043762,netupitant (SUBS),20181129
708370,neutral phosphate oral solution (SUBS),20140118
339479,nevirapine (SUBS),20130805
1018560,niacinamide (SUBS),20171116
984211,nicardipine hydrochloride (SUBS),20160515
281690,nicergoline (SUBS),20130805
246093,niclosamide (SUBS),20130805
742529,nicotinamide (SUBS),20140304
389754,nicotine (SUBS),20130805
224971,nicotinic acid (SUBS),20130627
224985,nifedipine (SUBS),20130627
364939,nifuratel (SUBS),20130805
824537,nifuroxazide (SUBS),20140721
865846,nikethamide (SUBS),20141123
224992,nilotinib (SUBS),20130627
225005,nimesulide (SUBS),20130627
225014,nimodipine (SUBS),20130627
225022,nimotuzumab (SUBS),20130627
996105,nintedanib (SUBS),20161106
1233086,nirmatrelvir (SUBS),20220428
1202493,nitisinone (SUBS),20210915
929255,nitrate (SUBS),20150404
534456,nitrazepam (SUBS),20130914
225033,nitrendipine (SUBS),20130627
980651,nitric acid (SUBS),20160404
706548,nitrofural (SUBS),20140118
390549,nitrofurantoin (SUBS),20130805
514517,nitrofurazone (SUBS),20200815
801918,nitrogen (SUBS),20140602
1003664,nivolumab (SUBS),20170218
882437,nomegestrol acetate (SUBS),20160129
724067,nonacog alfa (SUBS),20140118
859210,nonivamide (SUBS),20200920
680506,norelgestromin (SUBS),20140104
572097,norepinephrine (SUBS),20131005
391904,norethisterone (SUBS),20130805
980963,norethisterone acetate (SUBS),20160416
245588,norfloxacin (SUBS),20130805
679651,norgestimate (SUBS),20140104
679971,norgestrel (SUBS),20140104
278202,nortriptyline (SUBS),20130805
251007,noscapine (SUBS),20130805
811091,nutmeg oil (SUBS),20140616
785013,nux vomica extract (SUBS),20140504
293621,nystatin (SUBS),20130805
1002024,obinutuzumab (SUBS),20170114
1300763,ocrelizumab (SUBS),20240615
862539,ocriplasmin (SUBS),20141123
934568,octadecanoic acid (SUBS),20150503
891527,octinoxate (SUBS),20170316
724131,octocog alfa (SUBS),20140118
484740,octreotide (SUBS),20130816
868590,ofatumumab (SUBS),20141123
232713,ofloxacin (SUBS),20130805
777141,oil of ginger (SUBS),20150715
710719,ointment base (SUBS),20140118
398073,olanzapine (SUBS),20130805
1015090,olaparib (SUBS),20170929
1043069,olaratumab (SUBS),20181119
761539,olive oil (SUBS),20180713
1005512,olmesartan medoxomil (SUBS),20181129
996409,olodaterol (SUBS),20161106
691875,olopatadine (SUBS),20140104
572944,omalizumab (SUBS),20131005
807938,omega-3 acid triglycerides (SUBS),20140602
225051,omega-3-acid ethyl esters (SUBS),20170204
225067,omeprazole (SUBS),20130627
1208418,omidenepag isopropyl (SUBS),20211110
1279703,onasemnogene abeparvovec (SUBS),20230805
301765,ondansetron (SUBS),20130805
705200,opium and glycyrrhiza mixture compound (SUBS),20140118
531318,opium tincture (SUBS),20130914
707537,oral rehydration salts (SUBS),20140118
784134,orange oil (SUBS),20140504
234754,orlistat (SUBS),20130805
722389,ornithine oxoglurate (SUBS),20140118
964015,orphenadrine citrate (SUBS),20151206
339264,oseltamivir (SUBS),20130805
1016162,osimertinib (SUBS),20170929
788132,ossein mineral complex (SUBS),20140504
225079,ossein-hydroxyapatite compound (SUBS),20130627
225098,oteracil potassium (SUBS),20130627
225108,oxaliplatin (SUBS),20130627
397082,oxatomide (SUBS),20130805
463456,oxcarbazepine (SUBS),20130805
891543,oxybenzone (SUBS),20150202
647604,oxybutynin (SUBS),20131005
1299230,oxybutynin hydrochloride (SUBS),20240530
947923,oxycodone (SUBS),20150614
1016492,oxycodone hydrochloride (SUBS),20170929
514945,oxymetazoline (SUBS),20130830
1009706,oxymetazoline hydrochloride (SUBS),20170916
245115,oxymetholone (SUBS),20130805
423658,oxyphencyclimine (SUBS),20130805
316330,oxytetracycline (SUBS),20130805
520846,oxytocin (SUBS),20130914
225112,paclitaxel (SUBS),20130627
1019531,palbociclib (SUBS),20171116
349301,paliperidone (SUBS),20130805
1300609,palivizumab (SUBS),20240615
573908,palonosetron (SUBS),20131005
225120,pamidronate disodium (SUBS),20130627
298138,pancreatin (SUBS),20130805
762936,pancuronium bromide (SUBS),20140407
1004684,panitumumab (SUBS),20170302
610044,panthenol (SUBS),20131005
225131,pantoprazole (SUBS),20130627
1018587,pantothenic acid (SUBS),20171116
832677,pantothenol (SUBS),20140803
744571,papain (SUBS),20140304
753150,papaverine (SUBS),20140324
735314,"papillomavirus (human types 16, 18) (SUBS)",20140214
897397,para-aminobenzoic acid (SUBS),20150218
660533,para-aminosalicylate sodium (SUBS),20131102
928230,paraben conc (SUBS),20150404
665824,paracetamol (SUBS),20131116
803959,parachlorophenol (SUBS),20140602
225154,parecoxib (SUBS),20130627
440260,paroxetine (SUBS),20130805
868664,pasireotide (SUBS),20141123
826767,patent blue v sodium (SUBS),20140721
662320,pazopanib (SUBS),20131102
272634,pectin (SUBS),20130805
832082,pegaptanib (SUBS),20140803
225165,pegfilgrastim (SUBS),20130627
225177,peginterferon alfa-2a (SUBS),20141014
722452,peginterferon alfa-2b (SUBS),20140118
1257967,pemafibrate (SUBS),20230316
1002974,pembrolizumab (SUBS),20170205
225196,pemetrexed (SUBS),20130627
670357,pemirolast potassium (SUBS),20131130
225203,penicillamine (SUBS),20130627
1177670,pennywort extract (SUBS),20210211
778699,pentaerithrityl tetranitrate (SUBS),20140420
660918,pentamidine isethionate (SUBS),20151207
453082,pentazocine (SUBS),20130805
530958,pentobarbital sodium (SUBS),20130914
232001,pentoxifylline (SUBS),20130805
1131447,peppermint leaf powder extract (SUBS),20191115
644216,peppermint oil (SUBS),20131005
771036,peppermint spirit (SUBS),20150801
744537,pepsin A (SUBS),20150920
907169,perampanel (SUBS),20150228
881009,perfluoro-n-octane (SUBS),20150119
225226,perindopril arginine (SUBS),20130627
225219,perindopril erbumine (SUBS),20151206
717391,permethrin (SUBS),20140118
247634,perphenazine (SUBS),20130805
560924,pertussis (SUBS),20131005
668309,"pertussis vaccine, acellular (SUBS)",20190714
741575,"pertussis vaccine, inactivated bordetella (SUBS)",20190714
669568,"pertussis vaccine, whole cell (SUBS)",20190714
846114,"pertussis, inactived (SUBS)",20140914
848451,pertuzumab (SUBS),20140914
535930,pethidine hydrochloride (SUBS),20131018
881124,petrolatum (SUBS),20150119
733030,phellodendron bark (SUBS),20140202
227923,phenazopyridine (SUBS),20130805
691749,pheniramine (SUBS),20140104
373192,phenobarbital (SUBS),20130805
533226,phenobarbital sodium (SUBS),20130914
533610,phenobarbitone (SUBS),20130914
490839,phenol (SUBS),20130830
876322,phenol in oil (SUBS),20141214
901476,phenolic compound (SUBS),20150228
246594,phenolphthalein (SUBS),20130805
660676,phenoxymethylpenicillin (SUBS),20131102
1120556,phenoxymethylpenicillin potassium (SUBS),20190803
534210,phentermine hydrochloride (SUBS),20131018
534332,phentermine resinate (SUBS),20130914
824690,phentolamine mesilate (SUBS),20151207
620359,phenyl salicylate (SUBS),20131005
764698,phenylalanine (SUBS),20150801
225235,phenylbutazone (SUBS),20130627
228373,phenylephrine (SUBS),20130805
748212,phenylephrine hydrochloride (SUBS),20140324
435415,phenylpropanolamine (SUBS),20131018
291183,phenyltoloxamine (SUBS),20130805
301691,phenytoin (SUBS),20130805
769585,phenytoin sodium (SUBS),20140407
879762,phosphate (SUBS),20150105
794911,phospholipid-PTC (SUBS),20140519
686161,phospholipids from soybeans (SUBS),20140104
921465,phosphoric acid (SUBS),20150404
700561,phosphorus (SUBS),20150715
695315,phthalylsulfathiazole (SUBS),20140118
574940,phytomenadione (SUBS),20131005
436063,pilocarpine (SUBS),20130805
1025530,pilocarpine hydrochloride (SUBS),20180302
515585,pimecrolimus (SUBS),20130830
398910,pimozide (SUBS),20130805
686231,pinaverium bromide (SUBS),20161203
316601,pinazepam (SUBS),20130805
930251,pine needle oil (SUBS),20150418
809390,pinene alpha (SUBS),20141014
854928,pinene beta (SUBS),20141014
230434,pioglitazone (SUBS),20130805
810246,pipemidic acid (SUBS),20140602
575145,piperacillin (SUBS),20131005
994482,piperaquine tetraphosphate (SUBS),20160917
278130,piracetam (SUBS),20130805
524479,pirenoxine (SUBS),20130914
225242,pirenzepine dihydrochloride (SUBS),20130627
464955,piribedil (SUBS),20130805
1030872,piroctone (SUBS),20180518
225257,piroxicam (SUBS),20130627
1124453,piroxicam betadex (SUBS),20190913
225261,pitavastatin calcium (SUBS),20130627
824350,pitofenone hydrochloride (SUBS),20170412
686375,pivampicillin (SUBS),20140104
238542,pizotifen (SUBS),20130805
804747,plantago ovata seeds (SUBS),20140602
755814,plerixafor (SUBS),20140407
854605,pneumococcal polysaccharide serotype 1 (SUBS),20141004
1321451,pneumococcal polysaccharide serotype 10A (SUBS),20250118
1321479,pneumococcal polysaccharide serotype 11A (SUBS),20250118
1321498,pneumococcal polysaccharide serotype 12F (SUBS),20250118
854740,pneumococcal polysaccharide serotype 14 (SUBS),20141004
1321511,pneumococcal polysaccharide serotype 15B (SUBS),20250118
854764,pneumococcal polysaccharide serotype 18C (SUBS),20141004
854786,pneumococcal polysaccharide serotype 19A (SUBS),20141004
854803,pneumococcal polysaccharide serotype 19F (SUBS),20141004
854622,pneumococcal polysaccharide serotype 2 (SUBS),20141004
1279075,pneumococcal polysaccharide serotype 22F (SUBS),20230805
854826,pneumococcal polysaccharide serotype 23F (SUBS),20141004
1002649,pneumococcal polysaccharide serotype 3 (SUBS),20170205
1279109,pneumococcal polysaccharide serotype 33F (SUBS),20230805
854646,pneumococcal polysaccharide serotype 4 (SUBS),20141004
854667,pneumococcal polysaccharide serotype 5 (SUBS),20141004
854680,pneumococcal polysaccharide serotype 6A (SUBS),20141004
673773,pneumococcal polysaccharide serotype 6B (SUBS),20141014
854701,pneumococcal polysaccharide serotype 7F (SUBS),20141004
1321433,pneumococcal polysaccharide serotype 8 (SUBS),20250118
854729,pneumococcal polysaccharide serotype 9V (SUBS),20141004
835066,"pneumococcus, purified polysaccharides antigen (SUBS)",20140803
788703,podophyllum resin (SUBS),20140504
1152721,polatuzumab vedotin (SUBS),20200719
795018,polihexanide (SUBS),20150920
1299044,"poliomyelitis, inactivated type 1 (vero cell) (SUBS)",20240530
1298110,"poliomyelitis, inactivated type 1, Sabin (vero cell) (SUBS)",20240516
1299000,"poliomyelitis, inactivated type 2 (vero cell) (SUBS)",20240530
1298134,"poliomyelitis, inactivated type 2, Sabin (vero cell) (SUBS)",20240516
1299028,"poliomyelitis, inactivated type 3 (vero cell) (SUBS)",20240530
1298152,"poliomyelitis, inactivated type 3, Sabin (vero cell) (SUBS)",20240516
668247,"poliomyelitis, inactived type 1 (vero cell) (SUBS)",20131130
668268,"poliomyelitis, inactived type 2 (vero cell) (SUBS)",20131130
668281,"poliomyelitis, inactived type 3 (vero cell) (SUBS)",20131130
669683,"poliomyelitis, live attenuated type 1 (SUBS)",20131130
669704,"poliomyelitis, live attenuated type 2 (SUBS)",20131130
669727,"poliomyelitis, live attenuated type 3 (SUBS)",20131130
769366,poly (o-2-hydroxyethyl) starch (SUBS),20140407
920114,polyethylene glycol (SUBS),20150404
901344,polyethylene glycol 4000 (SUBS),20150228
776596,polygeline (SUBS),20140420
1317347,polymyxin B (SUBS),20241215
692285,polymyxin b sulfate (SUBS),20140104
964193,polyquad (SUBS),20151207
816900,polysaccharide of salmonella typhi (SUBS),20140616
691593,polysorbate 80 (SUBS),20140104
664094,polystyrene sulfonate (SUBS),20131116
515657,polytar (SUBS),20130830
831913,polyvinyl alcohol (SUBS),20140803
1003444,pomalidomide (SUBS),20170218
1115692,ponatinib (SUBS),20190614
804035,poractant alfa (SUBS),20161203
660289,posaconazole (SUBS),20131102
886309,potassium (SUBS),20150119
708447,potassium acetate (SUBS),20140118
225274,potassium bicarbonate (SUBS),20130627
756781,potassium bitartrate (SUBS),20140407
929479,potassium bromide (SUBS),20150404
519482,potassium chloride (SUBS),20130914
1136402,potassium chlroride (SUBS),20200130
614481,potassium citrate (SUBS),20131005
860701,potassium glycerophosphate (SUBS),20141102
326701,potassium guaiacolsulfonate (SUBS),20130805
804185,potassium hydrogen 2-oxopentandioate (SUBS),20140602
934599,potassium hydroxide (SUBS),20150503
506023,potassium iodide (SUBS),20130830
743889,potassium nitrate (SUBS),20140304
771730,potassium permanganate (SUBS),20140407
759203,potassium sodium hydrogen citrate complex (SUBS),20140407
835633,povidone (SUBS),20161203
901901,povidone iodine (SUBS),20150228
988330,pralatrexate (SUBS),20160618
697721,pralidoxime (SUBS),20140118
1253191,pralsetinib (SUBS),20230203
442038,pramipexole (SUBS),20130805
1019176,pramipexole dihydrochloride monohydrate (SUBS),20171116
686616,prasugrel (SUBS),20140104
225288,pravastatin sodium (SUBS),20130627
532689,prazepam (SUBS),20130914
262935,praziquantel (SUBS),20130805
254193,prazosin (SUBS),20130805
515931,prednicarbate (SUBS),20130830
236969,prednisolone (SUBS),20130805
364338,pregabalin (SUBS),20130805
832840,pregnenolone (SUBS),20140803
1244729,pretomanid (SUBS),20221014
509822,prilocaine (SUBS),20130830
417392,primaquine (SUBS),20130805
259937,probenecid (SUBS),20130805
804438,procaine hydrochloride (SUBS),20140602
945725,procarbazine hydrochloride (SUBS),20150601
274010,procaterol (SUBS),20130805
269455,prochlorperazine (SUBS),20130805
418248,proctase (SUBS),20130805
686732,procyanidolic oligomers (SUBS),20140104
938668,proflavine hemisulfate (SUBS),20150503
298908,progesterone (SUBS),20130805
225290,proglumetacin (SUBS),20130627
225300,proglumide (SUBS),20130627
732672,proguanil hydrochloride (SUBS),20161231
854389,proline (SUBS),20150801
531736,promethazine hydrochloride (SUBS),20130914
519760,propafenone hydrochloride (SUBS),20230902
792619,proparacaine (SUBS),20140519
718690,propiverine (SUBS),20140118
523629,propofol (SUBS),20130914
1326003,propolis extract (SUBS),20250313
235753,propranolol hydrochloride (SUBS),20151207
691966,propylene glycol (SUBS),20140104
934450,propylparaben (SUBS),20150503
400543,propylthiouracil (SUBS),20130805
788941,prostigmin (SUBS),20140504
576829,protamine (SUBS),20131005
