TMTID(GPU),FSN,CHANGEDATE
475890,"cyanocobalamin 50 mcg tablet, 1 tablet (GPU)",20130805
698790,"cyanocobalamin 500 mcg + pyridoxine hydrochloride 5 mg + thiamine 100 mg tablet, 1 tablet (GPU)",20160104
930019,"cyanocobalamin 500 mcg/1 mL + pyridoxine 25 mg/1 mL + thiamine 100 mg/1 mL solution for injection, 1 mL ampoule (GPU)",20160305
837283,"cyanocobalamin 60 mcg + pyridoxine 5.6 mg + thiamine 115 mg tablet, 1 tablet (GPU)",20160306
743424,"cyanocobalamin 65 mcg + pyridoxine hydrochloride 5 mg + thiamine 100 mg tablet, 1 tablet (GPU)",20170902
1023174,"cyanocobalamin 65 mcg + pyridoxine hydrochloride 5 mg + thiamine hydrochloride 100 mg tablet, 1 tablet (GPU)",20180203
828853,"cyanocobalamin 75 mcg + pyridoxine 7.5 mg + thiamine 100 mg tablet, 1 tablet (GPU)",20140721
715518,"cyanocobalamin 750 mcg + pyridoxine 7.5 mg + thiamine 100 mg tablet, 1 tablet (GPU)",20160305
1161556,"cyanthillium cinereum extract 450 mg lozenge, 1 lozenge (GPU)",20200920
781474,"cyclopentolate hydrochloride 1 g/100 mL eye drops, solution, 15 mL bottle (GPU)",20140420
1290220,"cyclopentolate hydrochloride 1 g/100 mL eye drops, solution, 5 mL bottle (GPU)",20240111
1222822,"cyclopentolate hydrochloride 500 mg/100 mL + phenylephrine hydrochloride 1.67 g/100 mL + tetracaine hydrochloride 80 mg/100 mL + tropicamide 170 mg/100 mL eye drops, solution, 6 mL bottle (GPU)",20240111
201820,"cyclophosphamide 1 g powder for solution for injection, 1 vial (GPU)",20170806
201831,"cyclophosphamide 100 mg powder for solution for injection, 1 vial (GPU)",20130627
201849,"cyclophosphamide 200 mg powder for solution for injection, 1 vial (GPU)",20170806
1301007,"cyclophosphamide 50 mg capsule, hard, 1 capsule (GPU)",20240629
201865,"cyclophosphamide 50 mg coated tablet, 1 tablet (GPU)",20130627
201854,"cyclophosphamide 50 mg film-coated tablet, 1 tablet (GPU)",20130627
201877,"cyclophosphamide 50 mg tablet, 1 tablet (GPU)",20130627
201883,"cyclophosphamide 500 mg powder for solution for injection, 1 vial (GPU)",20170807
201896,"cycloserine 250 mg capsule, hard, 1 capsule (GPU)",20150703
201906,"cycloserine 250 mg tablet, 1 tablet (GPU)",20130627
608376,"cyproheptadine 1.5 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
695021,"cyproheptadine 2 mg + lysine 100 mg coated tablet, 1 tablet (GPU)",20140118
245284,"cyproheptadine 2 mg + metandienone 2.5 mg capsule, hard, 1 capsule (GPU)",20130805
442895,"cyproheptadine 2 mg coated tablet, 1 tablet (GPU)",20130805
248604,"cyproheptadine 2 mg tablet, 1 tablet (GPU)",20130805
695078,"cyproheptadine 2 mg/5 mL + lysine 100 mg/5 mL syrup, 60 mL bottle (GPU)",20140118
608104,"cyproheptadine 2 mg/5 mL + metandienone 2.5 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
608693,"cyproheptadine 2 mg/5 mL oral drops, solution, 60 mL bottle (GPU)",20131005
608463,"cyproheptadine 2 mg/5 mL syrup, 30 mL bottle (GPU)",20131005
608492,"cyproheptadine 2 mg/5 mL syrup, 4 L bottle (GPU)",20131005
608143,"cyproheptadine 2 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
270330,"cyproheptadine 4 mg capsule, hard, 1 capsule (GPU)",20130805
299547,"cyproheptadine 4 mg coated tablet, 1 tablet (GPU)",20130805
299829,"cyproheptadine 4 mg film-coated tablet, 1 tablet (GPU)",20130805
248658,"cyproheptadine 4 mg tablet, 1 tablet (GPU)",20130805
679857,"cyproterone 1 mg + estradiol 2 mg coated tablet, 28 tablets pack (GPU)",20140104
852303,"cyproterone acetate 2 mg + ethinylestradiol 35 mcg coated tablet, 21 tablets pack (GPU)",20191118
1010238,"cyproterone acetate 2 mg + ethinylestradiol 35 mcg coated tablet, 28 tablets pack (GPU)",20170619
766533,"cyproterone acetate 2 mg + ethinylestradiol 35 mcg film-coated tablet, 21 tablets pack (GPU)",20160430
861962,"cyproterone acetate 50 mg tablet, 1 tablet (GPU)",20141102
202045,"cytarabine 1 g/10 mL solution for injection/infusion, 10 mL vial (GPU)",20150614
653253,"cytarabine 1 g/20 mL solution for injection/infusion, 20 mL vial (GPU)",20160430
202032,"cytarabine 100 mg powder for solution for injection/infusion, 1 vial (GPU)",20160418
203210,"cytarabine 100 mg/1 mL solution for injection/infusion, 1 mL vial (GPU)",20180504
667239,"cytarabine 100 mg/5 mL solution for injection/infusion, 5 mL vial (GPU)",20160403
688461,"cytarabine 2 g powder for solution for injection/infusion, 1 vial (GPU)",20160430
202066,"cytarabine 2 g/20 mL solution for injection/infusion, 20 mL vial (GPU)",20250301
202078,"cytarabine 500 mg powder for solution for injection/infusion, 1 vial (GPU)",20160418
202084,"cytarabine 500 mg/10 mL solution for injection/infusion, 10 mL vial (GPU)",20160418
652938,"cytarabine 500 mg/25 mL solution for injection/infusion, 25 mL vial (GPU)",20180504
948122,"cytarabine 500 mg/5 mL solution for injection/infusion, 5 mL vial (GPU)",20160430
1297088,"cytisinicline 1.5 mg tablet, 1 tablet (GPU)",20240501
1324092,"cytomegalovirus immunoglobulin 100 iu/1 mL solution for infusion, 10 mL vial (GPU)",20250215
1323099,"cytomegalovirus immunoglobulin 100 iu/1 mL solution for infusion, 50 mL vial (GPU)",20250215
832484,"cytomegalovirus immunoglobulin 50 iu/1 mL solution for injection, 10 mL vial (GPU)",20140817
832510,"cytomegalovirus immunoglobulin 50 iu/1 mL solution for injection, 20 mL vial (GPU)",20140817
832534,"cytomegalovirus immunoglobulin 50 iu/1 mL solution for injection, 50 mL vial (GPU)",20140817
648448,"dabigatran etexilate 110 mg capsule, hard, 1 capsule (GPU)",20131005
648495,"dabigatran etexilate 150 mg capsule, hard, 1 capsule (GPU)",20131005
648545,"dabigatran etexilate 75 mg capsule, hard, 1 capsule (GPU)",20131005
1019336,"dabrafenib 50 mg capsule, hard, 1 capsule (GPU)",20171116
1019287,"dabrafenib 75 mg capsule, hard, 1 capsule (GPU)",20171116
202107,"dacarbazine 1 g powder for solution for infusion, 1 vial (GPU)",20170604
656479,"dacarbazine 100 mg powder for solution for injection/infusion, 1 vial (GPU)",20170605
1000473,"dacarbazine 200 mg powder for solution for injection/infusion, 1 vial (GPU)",20170601
202130,"dacarbazine 500 mg powder for solution for infusion, 1 vial (GPU)",20170605
959897,"daclatasvir 30 mg film-coated tablet, 1 tablet (GPU)",20150922
959948,"daclatasvir 60 mg film-coated tablet, 1 tablet (GPU)",20150922
202148,"daclizumab 25 mg/5 mL concentrate for solution for infusion, 5 mL vial (GPU)",20200904
1201623,"dacomitinib 15 mg film-coated tablet, 1 tablet (GPU)",20210901
824027,"dactinomycin 500 mcg powder for solution for injection, 1 vial (GPU)",20170302
1174263,"d-alpha tocopherol 1 g/100 mL + jojoba oil 1 g/100 mL + mineral oil 93 g/100 mL + olive oil 5 g/100 mL cutaneous emulsion, 60 mL bottle (GPU)",20210211
678334,"d-alpha tocopherol 10 iu + ergocalciferol 200 iu + phytomenadione 150 mcg + retinol 3300 iu emulsion for infusion, 10 mL ampoule (GPU)",20190203
700999,"d-alpha tocopherol 100 iu capsule, soft, 1 capsule (GPU)",20190120
700655,"d-alpha tocopherol 200 iu capsule, soft, 1 capsule (GPU)",20190120
1021089,"d-alpha tocopherol 250 iu capsule, hard, 1 capsule (GPU)",20171202
994794,"d-alpha tocopherol 400 iu capsule, soft, 1 capsule (GPU)",20161003
1051014,"d-alpha tocopherol 525 iu capsule, soft, 1 capsule (GPU)",20190120
678415,"d-alpha tocopherol 7 iu + ergocalciferol 400 iu + phytomenadione 200 mcg + retinol 2300 iu emulsion for infusion, 10 mL ampoule (GPU)",20190203
820049,"d-alpha tocopheryl acetate 100 iu capsule, soft, 1 capsule (GPU)",20200415
1143079,"d-alpha tocopheryl acetate 200 iu capsule, soft, 1 capsule (GPU)",20200415
1156570,"d-alpha tocopheryl acetate 50 iu/100 mL + macrogol 40 2 mL/100 mL + sorbitol 14 mL/100 mL oral emulsion, 30 mL bottle (GPU)",20221104
202176,"dalteparin sodium 10000 unit/1 mL solution for injection, 1 ampoule (GPU)",20150805
202182,"dalteparin sodium 2500 iu/200 mcL solution for injection, 1 ampoule (GPU)",20150805
202195,"dalteparin sodium 2500 unit/1 mL solution for injection, 1 ampoule (GPU)",20150805
202202,"dalteparin sodium 5000 iu/200 mcL solution for injection, 1 ampoule (GPU)",20150805
245353,"danazol 100 mg capsule, hard, 1 capsule (GPU)",20130805
245400,"danazol 200 mg capsule, hard, 1 capsule (GPU)",20130805
413679,"danazol 50 mg capsule, hard, 1 capsule (GPU)",20130805
877826,"dantrolene sodium 20 mg powder and solvent for suspension for injection, 1 vial (GPU)",20190805
994067,"dantrolene sodium 20 mg powder for solution for injection, 1 vial (GPU)",20160904
991221,"dapagliflozin 10 mg + metformin hydrochloride 1 g prolonged-release tablet, 1 tablet (GPU)",20181103
991189,"dapagliflozin 10 mg + metformin hydrochloride 500 mg prolonged-release tablet, 1 tablet (GPU)",20160713
851824,"dapagliflozin 10 mg film-coated tablet, 1 tablet (GPU)",20141004
991143,"dapagliflozin 5 mg + metformin hydrochloride 1 g prolonged-release tablet, 1 tablet (GPU)",20181103
991094,"dapagliflozin 5 mg + metformin hydrochloride 500 mg prolonged-release tablet, 1 tablet (GPU)",20160713
851876,"dapagliflozin 5 mg film-coated tablet, 1 tablet (GPU)",20141004
788844,"dapoxetine 30 mg film-coated tablet, 1 tablet (GPU)",20140504
788892,"dapoxetine 60 mg film-coated tablet, 1 tablet (GPU)",20140504
358473,"dapsone 100 mg + rifampicin 600 mg capsule, hard, 1 capsule (GPU)",20130805
317329,"dapsone 100 mg tablet, 1 tablet (GPU)",20130805
1267052,"dapsone 5 mg/1 mL oral suspension, 20 mL bottle (GPU)",20230617
999346,"dapsone 5 mg/1 mL oral suspension, 60 mL bottle (GPU)",20161203
317393,"dapsone 50 mg tablet, 1 tablet (GPU)",20130805
720458,"daptomycin 500 mg powder for solution for injection/infusion, 1 vial (GPU)",20200904
1234114,"daratumumab 1.8 g/15 mL solution for injection, 15 mL vial (GPU)",20220514
1017258,"daratumumab 100 mg/5 mL concentrate for solution for infusion, 5 mL vial (GPU)",20171103
1017301,"daratumumab 400 mg/20 mL concentrate for solution for infusion, 20 mL vial (GPU)",20171103
833557,"darbepoetin alfa 10 mcg/1 mL solution for injection, 1 mL prefilled syr (GPU)",20170902
917004,"darbepoetin alfa 120 mcg/0.5 mL solution for injection, 0.5 mL prefilled syr (GPU)",20170902
833601,"darbepoetin alfa 120 mcg/1 mL solution for injection, 1 mL prefilled syr (GPU)",20170902
833655,"darbepoetin alfa 15 mcg/1 mL solution for injection, 1 mL prefilled syr (GPU)",20170902
904561,"darbepoetin alfa 20 mcg/0.5 mL solution for injection, 0.5 mL prefilled syr (GPU)",20170902
666305,"darbepoetin alfa 20 mcg/1 mL solution for injection, 1 mL prefilled syr (GPU)",20170902
905310,"darbepoetin alfa 30 mcg/0.5 mL solution for injection, 0.5 mL prefilled syr (GPU)",20170902
666351,"darbepoetin alfa 30 mcg/1 mL solution for injection, 1 mL prefilled syr (GPU)",20170902
905368,"darbepoetin alfa 40 mcg/0.5 mL solution for injection, 0.5 mL prefilled syr (GPU)",20170902
666403,"darbepoetin alfa 40 mcg/1 mL solution for injection, 1 mL prefilled syr (GPU)",20170902
833705,"darbepoetin alfa 60 mcg/1 mL solution for injection, 1 mL prefilled syr (GPU)",20170902
684734,"darifenacin 15 mg prolonged-release tablet, 1 tablet (GPU)",20140104
684687,"darifenacin 7.5 mg prolonged-release tablet, 1 tablet (GPU)",20140104
1310402,"darolutamide 300 mg film-coated tablet, 1 tablet (GPU)",20241005
648739,"darunavir 150 mg film-coated tablet, 1 tablet (GPU)",20131005
648836,"darunavir 300 mg film-coated tablet, 1 tablet (GPU)",20131005
1288232,"darunavir 400 mg + ritonavir 50 mg film-coated tablet, 1 tablet (GPU)",20231118
648787,"darunavir 400 mg film-coated tablet, 1 tablet (GPU)",20131005
648889,"darunavir 600 mg film-coated tablet, 1 tablet (GPU)",20131005
648681,"darunavir 75 mg film-coated tablet, 1 tablet (GPU)",20131005
1052251,"darunavir 800 mg film-coated tablet, 1 tablet (GPU)",20190203
202218,"dasatinib 100 mg film-coated tablet, 1 tablet (GPU)",20130627
202225,"dasatinib 20 mg film-coated tablet, 1 tablet (GPU)",20130627
202239,"dasatinib 50 mg film-coated tablet, 1 tablet (GPU)",20130627
202241,"dasatinib 70 mg film-coated tablet, 1 tablet (GPU)",20130627
1318034,"decitabine 50 mg powder and solvent for concentrate for solution for infusion, 1 vial (GPU)",20241225
202256,"decitabine 50 mg powder for concentrate for solution for infusion, 1 vial (GPU)",20200908
323905,"deferasirox 125 mg dispersible tablet, 1 tablet (GPU)",20190802
1020280,"deferasirox 180 mg film-coated tablet, 1 tablet (GPU)",20171202
323998,"deferasirox 250 mg dispersible tablet, 1 tablet (GPU)",20190103
324082,"deferasirox 500 mg dispersible tablet, 1 tablet (GPU)",20190802
1043497,"deferiprone 100 mg/1 mL oral solution, 100 mL bottle (GPU)",20181129
499315,"deferiprone 100 mg/1 mL oral solution, 500 mL bottle (GPU)",20130830
353613,"deferiprone 250 mg capsule, hard, 1 capsule (GPU)",20130805
353650,"deferiprone 500 mg capsule, hard, 1 capsule (GPU)",20130805
326819,"deferiprone 500 mg film-coated tablet, 1 tablet (GPU)",20130805
720525,"degarelix 120 mg powder and solvent for solution for injection, 1 vial (GPU)",20200904
720573,"degarelix 80 mg powder and solvent for solution for injection, 1 vial (GPU)",20200904
1317103,"delamanid 50 mg film-coated tablet, 1 tablet (GPU)",20241215
1189383,"delta-9-tetrahydrocannabinol-cannabis extract 13 mg/1 mL oromucosal drops, 5 mL bottle (GPU)",20210429
1124033,"delta-9-tetrahydrocannabinol-cannabis extract 13.16 mg/1 mL oromucosal drops, 5 mL bottle (GPU)",20191102
1129708,"delta-9-tetrahydrocannabinol-cannabis extract 17 mg/1 mL oromucosal drops, 5 mL bottle (GPU)",20191102
831749,"demeclocycline calcium 3 g/100 g + triamcinolone acetonide 1 g/100 g dental paste, 5 g tube (GPU)",20140803
1009100,"dengue tetravalent vaccine, live attenuated 4.8 log10ccid50 powder and solvent for suspension for injection, 1 vial (GPU)",20170602
1283236,"dengue virus serotype 1, live attenuated 3.3 log10 pfu/0.5 mL + dengue virus serotype 2, live attenuated 2.7 log10 pfu/0.5 mL + dengue virus serotype 3, live attenuated 4 log10 pfu/0.5 mL + dengue virus serotype 4, live attenuated 4.5 log10 pfu/0.5 mL powder and solvent for solution for injection, 1 vial (GPU)",20230915
1004771,"denosumab 120 mg/1.7 mL solution for injection, 1.7 mL vial (GPU)",20170302
739669,"denosumab 60 mg/1 mL solution for injection, 1 mL prefilled syr (GPU)",20171116
792309,"deproteinised dialysate of calf blood 1.5 mL/30 g ointment, 20 g tube (GPU)",20140519
792350,"deproteinised dialysate of calf blood 40 mg/1 mL solution for infusion, 250 mL vial (GPU)",20140519
792402,"deproteinised dialysate of calf blood 800 mg/100 g gel, 20 g tube (GPU)",20140519
646045,"dequalinium chloride 10 mg vaginal tablet, 1 tablet (GPU)",20131005
869993,"dequalinium chloride 250 mcg + tyrothricin 1 mg lozenge, 1 lozenge (GPU)",20160417
718321,"dequalinium chloride 250 mcg lozenge, 1 lozenge (GPU)",20160417
1295987,"dermatophagoides farinae allergen extract 10000 AU/1 mL solution for skin-prick test, 5 mL bottle (GPU)",20240412
1296497,"dermatophagoides pteronyssinus allergen extract 10000 AU/1 mL solution for skin-prick test, 5 mL bottle (GPU)",20240412
1012875,"desferrioxamine mesilate 500 mg powder for solution for injection/infusion, 1 vial (GPU)",20180115
692445,"desflurane 100 mL/100 mL inhalation vapour, liquid, 240 mL bottle (GPU)",20150805
231666,"desloratadine 2.5 mg + pseudoephedrine hydrochloride 120 mg prolonged-release tablet, 1 tablet (GPU)",20130805
231700,"desloratadine 2.5 mg orodispersible tablet, 1 tablet (GPU)",20130805
231576,"desloratadine 5 mg film-coated tablet, 1 tablet (GPU)",20130805
231744,"desloratadine 5 mg orodispersible tablet, 1 tablet (GPU)",20130805
1222117,"desloratadine 500 mcg/1 mL oral solution, 60 mL bottle (GPU)",20220203
608746,"desloratadine 500 mcg/1 mL syrup, 60 mL bottle (GPU)",20141004
647875,"desmopressin 120 mcg sublingual tablet, 1 tablet (GPU)",20160917
647834,"desmopressin 60 mcg sublingual tablet, 1 tablet (GPU)",20210222
1267166,"desmopressin acetate 10 mcg/1 mL oral suspension, 10 mL bottle (GPU)",20230617
864276,"desmopressin acetate 10 mg/100 mL nasal drops, solution, 2.5 mL bottle (GPU)",20210222
523400,"desmopressin acetate 10 mg/100 mL nasal spray, solution, 2.5 mL bottle (GPU)",20160917
378285,"desmopressin acetate 100 mcg tablet, 1 tablet (GPU)",20160917
555492,"desmopressin acetate 100 mcg/1 mL solution for injection, 1 mL ampoule (GPU)",20210222
555542,"desmopressin acetate 15 mcg/1 mL solution for injection, 1 mL ampoule (GPU)",20210222
378356,"desmopressin acetate 200 mcg tablet, 1 tablet (GPU)",20160917
555617,"desmopressin acetate 4 mcg/1 mL solution for injection, 1 mL ampoule (GPU)",20160917
682321,"desogestrel 125 mcg + ethinylestradiol 30 mcg tablet, 22 tablets pack (GPU)",20140104
759584,"desogestrel 150 mcg + ethinylestradiol 20 mcg film-coated tablet, 21 tablets pack (GPU)",20140407
681994,"desogestrel 150 mcg + ethinylestradiol 20 mcg tablet, 21 tablets pack (GPU)",20150703
682043,"desogestrel 150 mcg + ethinylestradiol 20 mcg tablet, 28 tablets pack (GPU)",20150703
681800,"desogestrel 150 mcg + ethinylestradiol 30 mcg tablet, 21 tablets pack (GPU)",20140104
681837,"desogestrel 150 mcg + ethinylestradiol 30 mcg tablet, 28 tablets pack (GPU)",20140104
277674,"desogestrel 75 mcg film-coated tablet, 1 tablet (GPU)",20130805
499786,"desoximetasone 250 mg/100 g + framycetin sulfate 750 mg/100 g + gramicidin 25 mg/100 g cream, 100 g tube (GPU)",20160811
499738,"desoximetasone 250 mg/100 g + framycetin sulfate 750 mg/100 g + gramicidin 25 mg/100 g cream, 15 g tube (GPU)",20160811
499764,"desoximetasone 250 mg/100 g + framycetin sulfate 750 mg/100 g + gramicidin 25 mg/100 g cream, 300 g jar (GPU)",20200815
499622,"desoximetasone 250 mg/100 g cream, 10 g tube (GPU)",20161106
499410,"desoximetasone 250 mg/100 g cream, 100 g tube (GPU)",20161106
998272,"desoximetasone 250 mg/100 g cream, 15 g bottle (GPU)",20161203
499565,"desoximetasone 250 mg/100 g cream, 15 g tube (GPU)",20161106
1291311,"desoximetasone 250 mg/100 g cream, 30 g bottle (GPU)",20240216
499651,"desoximetasone 250 mg/100 g cream, 300 g bottle (GPU)",20161106
499596,"desoximetasone 250 mg/100 g cream, 5 g bottle (GPU)",20190314
499389,"desoximetasone 250 mg/100 g cream, 5 g tube (GPU)",20161106
1105216,"desoximetasone 250 mg/100 g ointment, 15 g tube (GPU)",20190331
499499,"desoximetasone 250 mg/100 g ointment, 5 g tube (GPU)",20130830
499520,"desoximetasone 250 mg/100 g ointment, 50 g tube (GPU)",20130830
417741,"desvenlafaxine 100 mg prolonged-release tablet, 1 tablet (GPU)",20130805
417794,"desvenlafaxine 50 mg prolonged-release tablet, 1 tablet (GPU)",20130805
202260,"Devil's claw root  400 mg film-coated tablet, 1 tablet (GPU)",20130627
202273,"Devil's claw root  600 mg film-coated tablet, 1 tablet (GPU)",20130627
692325,"dexamethasone 1 mg/1 g + neomycin sulfate 5 mg/1 g + polymyxin b sulfate 6000 iu/1 g eye ointment, 3.5 g tube (GPU)",20140104
815530,"dexamethasone 1 mg/1 mL + neomycin sulfate 3500 iu/1 mL + polymyxin b sulfate 6000 iu/1 mL eye drops, suspension, 5 mL bottle (GPU)",20140616
875573,"dexamethasone 10 g/100 mL gargle/mouthwash, 240 mL bottle (GPU)",20141214
804003,"dexamethasone 100 mg/100 g + parachlorophenol 30 g/100 g + thymol 5 g/100 g dental solution, 13 mL bottle (GPU)",20140602
499835,"dexamethasone 100 mg/100 g ointment, 5 g tube (GPU)",20130830
845973,"dexamethasone 100 mg/100 g oral paste, 5 g tube (GPU)",20140914
524841,"dexamethasone 100 mg/100 mL + gentamicin 300 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20130914
1285795,"dexamethasone 100 mg/100 mL + levofloxacin 500 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20231013
887008,"dexamethasone 100 mg/100 mL + neomycin 325 mg/100 mL ear/eye drops, solution, 3 mL bottle (GPU)",20161106
837462,"dexamethasone 100 mg/100 mL + neomycin 350 mg/100 mL ear/eye drops, solution, 5 mL bottle (GPU)",20161106
784716,"dexamethasone 100 mg/100 mL + neomycin 350 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20140504
760978,"dexamethasone 100 mg/100 mL + neomycin sulfate 500 mg/100 mL ear/eye drops, solution, 4 mL bottle (GPU)",20161106
523073,"dexamethasone 100 mg/100 mL + tobramycin 300 mg/100 mL eye drops, suspension, 5 mL bottle (GPU)",20130914
972400,"dexamethasone 100 mg/100 mL ear/eye drops, solution, 5 mL bottle (GPU)",20160117
983598,"dexamethasone 100 mg/100 mL eye drops, solution, 10 mL bottle (GPU)",20160430
555686,"dexamethasone 100 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20160430
1272073,"dexamethasone 2 mg/100 mL + diphenhydramine hydrochloride 200 mg/100 mL + lidocaine hydrochloride 1 g/100 mL + nystatin 20 g/100 mL oral suspension, 60 mL bottle (GPU)",20230701
1317556,"dexamethasone 2 mg/100 mL eye drops, solution, 15 mL bottle (GPU)",20241215
305287,"dexamethasone 200 mcg tablet, 1 tablet (GPU)",20130805
305336,"dexamethasone 250 mcg tablet, 1 tablet (GPU)",20130805
661827,"dexamethasone 300 mg/100 g + tobramycin 100 mg/100 g eye ointment, 3.5 g tube (GPU)",20131102
305218,"dexamethasone 4 mg tablet, 1 tablet (GPU)",20130805
608910,"dexamethasone 4 mg/1 mL emulsion for injection, 1 mL ampoule (GPU)",20131005
556055,"dexamethasone 4 mg/1 mL powder for solution for injection, 10 mL vial (GPU)",20131005
556029,"dexamethasone 4 mg/1 mL powder for solution for injection, 2 mL vial (GPU)",20131005
555733,"dexamethasone 4 mg/1 mL solution for injection, 1 mL ampoule (GPU)",20131005
556306,"dexamethasone 4 mg/1 mL solution for injection, 1 mL vial (GPU)",20131005
555952,"dexamethasone 4 mg/1 mL solution for injection, 10 mL vial (GPU)",20131005
555934,"dexamethasone 4 mg/1 mL solution for injection, 2 mL vial (GPU)",20131005
555808,"dexamethasone 5 mg/1 mL solution for injection, 1 mL ampoule (GPU)",20131005
555975,"dexamethasone 5 mg/1 mL solution for injection, 10 mL vial (GPU)",20131005
979630,"dexamethasone 5 mg/100 mL eye drops, solution, 10 mL bottle (GPU)",20160404
1118661,"dexamethasone 5 mg/5 mL oral solution, 60 mL bottle (GPU)",20190628
910189,"dexamethasone 50 mg/100 g + haletazole tartrate 400 mg/100 g + neomycin sulfate 10 g/100 g + polymyxin b sulfate 20 MU/100 g + tyrothricin 1.5 g/100 g dental paste, 7.5 g tube (GPU)",20241004
847775,"dexamethasone 50 mg/100 g + neomycin 330 mg/100 g cream, 15 g tube (GPU)",20140914
847747,"dexamethasone 50 mg/100 g + neomycin 330 mg/100 g cream, 450 g jar (GPU)",20200904
691346,"dexamethasone 50 mg/100 mL + framycetin sulfate 500 mg/100 mL + gramicidin 50 mg/100 mL ear/eye drops, solution, 8 mL bottle (GPU)",20161106
984950,"dexamethasone 50 mg/100 mL eye drops, solution, 10 mL bottle (GPU)",20160515
1118619,"dexamethasone 50 mg/100 mL gargle/mouthwash, 120 mL bottle (GPU)",20190628
305066,"dexamethasone 500 mcg capsule, hard, 1 capsule (GPU)",20130805
305370,"dexamethasone 500 mcg coated tablet, 1 tablet (GPU)",20130805
305452,"dexamethasone 500 mcg film-coated tablet, 1 tablet (GPU)",20130805
256590,"dexamethasone 500 mcg tablet, 1 tablet (GPU)",20130805
1267262,"dexamethasone 500 mcg/1 mL oral solution, 60 mL bottle (GPU)",20230617
608831,"dexamethasone 500 mcg/5 mL oral solution, 3.8 L bottle (GPU)",20160116
608865,"dexamethasone 500 mcg/5 mL oral solution, 60 mL bottle (GPU)",20160116
608798,"dexamethasone 500 mcg/5 mL syrup, 60 mL bottle (GPU)",20131005
788301,"dexamethasone 700 mcg intravitreal implant in applicator, 1 applicator (GPU)",20180202
523250,"dexamethasone phosphate 100 mg/100 mL + moxifloxacin 500 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20161106
1137860,"dexamethasone phosphate 100 mg/100 mL + neomycin 350 mg/100 mL ear/eye drops, solution, 5 mL bottle (GPU)",20200227
1020057,"dexamethasone phosphate 40 mg/10 mL solution for injection, 10 mL vial (GPU)",20171202
1020192,"dexamethasone phosphate 8 mg/2 mL solution for injection, 2 mL vial (GPU)",20171202
541675,"dexamethasone sodium phosphate 100 mg/100 mL + neomycin sulfate 350 mg/100 mL ear/eye drops, solution, 4 mL bottle (GPU)",20170218
1003780,"dexamethasone sodium phosphate 100 mg/100 mL + neomycin sulfate 350 mg/100 mL ear/eye drops, solution, 5 mL bottle (GPU)",20170218
958505,"dexamethasone sodium phosphate 100 mg/100 mL + tobramycin 300 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20150910
877343,"dexchlorphenamine maleate 2 mg tablet, 1 tablet (GPU)",20150105
1161876,"dexketoprofen 25 mg + tramadol hydrochloride 75 mg film-coated tablet, 1 tablet (GPU)",20200920
1220919,"dexketoprofen 25 mg film-coated tablet, 1 tablet (GPU)",20220113
1293657,"dexketoprofen 50 mg/2 mL solution for injection/infusion, 2 mL ampoule (GPU)",20240313
520070,"dexlansoprazole 30 mg gastro-resistant capsule, hard, 1 capsule (GPU)",20130914
520129,"dexlansoprazole 60 mg gastro-resistant capsule, hard, 1 capsule (GPU)",20130914
1295505,"dexmedetomidine 200 mcg/2 mL concentrate for solution for infusion, 2 mL ampoule (GPU)",20240412
1053841,"dexmedetomidine 200 mcg/2 mL concentrate for solution for infusion, 2 mL vial (GPU)",20190216
757957,"dexpanthenol 1 g/100 mL + sodium chloride 900 mg/100 mL nasal spray, solution, 30 mL bottle (GPU)",20140407
523471,"dexpanthenol 1 g/100 mL nasal spray, solution, 20 mL bottle (GPU)",20130914
805115,"dexpanthenol 5 g/100 mL cutaneous spray, solution, 100 mL bottle (GPU)",20140602
998388,"dexpanthenol 5 g/100 mL nasal spray, solution, 20 mL bottle (GPU)",20161203
1308556,"dextran 40 10 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 500 mL bag (GPU)",20240913
761040,"dextran 40 10 g/100 mL + sodium chloride 900 mg/100 mL solution for infusion, 500 mL bottle (GPU)",20240913
840594,"dextran 70 100 mg/100 mL + glycerol 200 mg/100 mL + hypromellose 300 mg/100 mL eye drops, solution, 15 mL bottle (GPU)",20170114
794589,"dextran 70 100 mg/100 mL + hypromellose 300 mg/100 mL eye drops, solution, 0.45 mL unit dose (GPU)",20160118
692105,"dextran 70 100 mg/100 mL + hypromellose 300 mg/100 mL eye drops, solution, 0.8 mL unit dose (GPU)",20160118
692133,"dextran 70 100 mg/100 mL + hypromellose 300 mg/100 mL eye drops, solution, 15 mL bottle (GPU)",20170114
297358,"dextromethorphan hydrobromide 10 mg + guaifenesin 100 mg capsule, soft, 1 capsule (GPU)",20130805
