TMTID(GPU),FSN,CHANGEDATE
970964,"aluminium acetate 1 mL/40 mL cutaneous solution, 240 mL bottle (GPU)",20160117
937314,"aluminium acetate 4.8 g/100 mL cutaneous solution, 500 mL bottle (GPU)",20150503
941489,"aluminium acetate 54.5 mL/100 mL cutaneous solution, 1 L bottle (GPU)",20150515
891246,"aluminium chloride 15 g/1 L cutaneous solution, 60 mL bottle (GPU)",20150202
918890,"aluminium chloride 15 g/100 mL cutaneous liquid, 1 L bottle (GPU)",20150404
918874,"aluminium chloride 15 g/100 mL cutaneous liquid, 120 mL bottle (GPU)",20150404
918842,"aluminium chloride 15 g/100 mL cutaneous liquid, 60 mL bottle (GPU)",20150404
949313,"aluminium chloride 20 g/100 mL cutaneous solution, 30 mL bottle (GPU)",20150614
966655,"aluminium chloride 20 g/100 mL cutaneous solution, 60 mL bottle (GPU)",20151222
949366,"aluminium chloride 6.5 g/100 mL cutaneous solution, 30 mL bottle (GPU)",20150614
880972,"aluminium chloride hexahydrate 25 g/100 mL + hydroxyquinoline sulfate 100 mg/100 mL gingival solution, 13 mL bottle (GPU)",20171202
835410,"aluminium chloride hexahydrate 250 mg/1 mL solution for injection, 13 mL bottle (GPU)",20140803
893689,"aluminium hydroxide 1.25 g/5 mL oral suspension, 1 L bottle (GPU)",20181103
893636,"aluminium hydroxide 1.25 g/5 mL oral suspension, 240 mL bottle (GPU)",20181103
893662,"aluminium hydroxide 1.25 g/5 mL oral suspension, 500 mL bottle (GPU)",20181103
882158,"aluminium hydroxide 100 mg + magnesium trisilicate 300 mg tablet, 1 tablet (GPU)",20150119
817276,"aluminium hydroxide 102 mg/5 mL + magnesium hydroxide 66.67 mg/5 mL + simeticone 10 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
823203,"aluminium hydroxide 112.2 mg/5 mL + magnesium hydroxide 80 mg/5 mL + simeticone 166.67 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
823177,"aluminium hydroxide 112.2 mg/5 mL + magnesium hydroxide 80 mg/5 mL + simeticone 166.67 mg/5 mL oral suspension, 3.8 L bottle (GPU)",20181103
757133,"aluminium hydroxide 120 mg + magnesium trisilicate 250 mg + peppermint oil 3 mcL tablet, 1 tablet (GPU)",20140407
780117,"aluminium hydroxide 120 mg + magnesium trisilicate 250 mg tablet, 1 tablet (GPU)",20140420
1033622,"aluminium hydroxide 13.45 mg/5 mL + magnesium hydroxide 1.2 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
1033667,"aluminium hydroxide 13.45 mg/5 mL oral suspension, 1 L bottle (GPU)",20180616
758798,"aluminium hydroxide 153 mg/5 mL + magnesium hydroxide 100 mg/5 mL + simeticone 7 mg/5 mL oral suspension, 240 mL bottle (GPU)",20140407
828745,"aluminium hydroxide 172.33 mg/5 mL + magnesium hydroxide 600 mg/15 mL + simeticone 25 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
828713,"aluminium hydroxide 172.33 mg/5 mL + magnesium hydroxide 600 mg/15 mL + simeticone 25 mg/5 mL oral suspension, 3.8 L bottle (GPU)",20181103
758865,"aluminium hydroxide 191.25 mg + kaolin 60 mg + magnesium trisilicate 360 mg tablet, 1 tablet (GPU)",20140407
866003,"aluminium hydroxide 2.15 g/5 mL oral suspension, 120 mL bottle (GPU)",20181103
866035,"aluminium hydroxide 2.15 g/5 mL oral suspension, 240 mL bottle (GPU)",20181103
866057,"aluminium hydroxide 2.15 g/5 mL oral suspension, 375 mL bottle (GPU)",20181103
829343,"aluminium hydroxide 200 mg + magnesium hydroxide 200 mg + simeticone 30 mg chewable tablet, 1 tablet (GPU)",20140721
842622,"aluminium hydroxide 200 mg + magnesium hydroxide 50 mg + magnesium trisilicate 250 mg tablet, 1 tablet (GPU)",20140901
962276,"aluminium hydroxide 200 mg/5 mL + magnesium hydroxide 100 mg/5 mL + simeticone 7 mg/5 mL oral suspension, 200 mL bottle (GPU)",20181103
962305,"aluminium hydroxide 200 mg/5 mL + magnesium hydroxide 100 mg/5 mL + simeticone 7 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
907549,"aluminium hydroxide 200 mg/5 mL + magnesium hydroxide 125 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
743566,"aluminium hydroxide 200 mg/5 mL + magnesium hydroxide 125 mg/5 mL oral suspension, 240 mL bottle (GPU)",20140304
908559,"aluminium hydroxide 200 mg/5 mL + magnesium hydroxide 200 mg/5 mL oral suspension, 240 mL bottle (GPU)",20150228
884713,"aluminium hydroxide 200 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
949268,"aluminium hydroxide 200 mg/5 mL oral suspension, 500 mL bottle (GPU)",20181103
908949,"aluminium hydroxide 204 mg/5 mL + magnesium hydroxide 133.33 mg/5 mL + simeticone 13.33 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
811252,"aluminium hydroxide 220 mg + magnesium hydroxide 120 mg chewable tablet, 1 tablet (GPU)",20140616
1255772,"aluminium hydroxide 220 mg/5 mL + magnesium hydroxide 120 mg/5 mL + simeticone 16.67 mg/5 mL oral suspension, 240 mL bottle (GPU)",20230217
824814,"aluminium hydroxide 220 mg/5 mL + magnesium hydroxide 120 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
729529,"aluminium hydroxide 220 mg/5 mL + magnesium hydroxide 120 mg/5 mL + simeticone 7.25 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
740530,"aluminium hydroxide 220 mg/5 mL + magnesium hydroxide 120 mg/5 mL oral suspension, 1 L bottle (GPU)",20140304
757450,"aluminium hydroxide 220 mg/5 mL + magnesium hydroxide 120 mg/5 mL oral suspension, 1 L gallon (GPU)",20140407
740507,"aluminium hydroxide 220 mg/5 mL + magnesium hydroxide 120 mg/5 mL oral suspension, 240 mL bottle (GPU)",20140304
757478,"aluminium hydroxide 220 mg/5 mL + magnesium hydroxide 120 mg/5 mL oral suspension, 3.75 L gallon (GPU)",20140407
757421,"aluminium hydroxide 220 mg/5 mL + magnesium hydroxide 120 mg/5 mL oral suspension, 300 mL bottle (GPU)",20140407
954229,"aluminium hydroxide 225 mg/5 mL + magnesium hydroxide 200 mg/5 mL + simeticone 25 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
857877,"aluminium hydroxide 240 mg + magnesium hydroxide 85 mg tablet, 1 tablet (GPU)",20141019
643055,"aluminium hydroxide 250 mg + kaolin 50 mg + magnesium trisilicate 350 mg tablet, 1 tablet (GPU)",20131005
738144,"aluminium hydroxide 250 mg + magnesium hydroxide 100 mg + magnesium trisilicate 300 mg + simeticone 40 mg tablet, 1 tablet (GPU)",20140214
786773,"aluminium hydroxide 250 mg + magnesium hydroxide 100 mg + magnesium trisilicate 300 mg tablet, 1 tablet (GPU)",20140504
908898,"aluminium hydroxide 250 mg + magnesium hydroxide 150 mg + magnesium trisilicate 100 mg tablet, 1 tablet (GPU)",20150228
758722,"aluminium hydroxide 250 mg + magnesium hydroxide 200 mg + simeticone 50 mg chewable tablet, 1 tablet (GPU)",20140407
748017,"aluminium hydroxide 250 mg + magnesium hydroxide 250 mg + simeticone 50 mg chewable tablet, 1 tablet (GPU)",20140324
743509,"aluminium hydroxide 250 mg + magnesium trisilicate 250 mg tablet, 1 tablet (GPU)",20140304
877182,"aluminium hydroxide 250 mg + magnesium trisilicate 350 mg + simeticone 100 mg tablet, 1 tablet (GPU)",20150105
740595,"aluminium hydroxide 250 mg + magnesium trisilicate 350 mg tablet, 1 tablet (GPU)",20140304
831662,"aluminium hydroxide 250 mg + magnesium trisilicate 500 mg tablet, 1 tablet (GPU)",20140803
845109,"aluminium hydroxide 250 mg/5 mL + magnesium hydroxide 100 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
781909,"aluminium hydroxide 273 mg + magnesium trisilicate 560 mg chewable tablet, 1 tablet (GPU)",20140504
775065,"aluminium hydroxide 275 mg/5 mL oral suspension, 300 mL bottle (GPU)",20181103
988693,"aluminium hydroxide 275.33 mg/5 mL + magnesium hydroxide 75 mg/5 mL oral suspension, 1 L bottle (GPU)",20181103
988664,"aluminium hydroxide 275.33 mg/5 mL + magnesium hydroxide 75 mg/5 mL oral suspension, 300 mL bottle (GPU)",20181103
855235,"aluminium hydroxide 300 mg + cuttle fish bone 200 mg + glycyrrhiza 20 mg + peppermint oil 15 mg tablet, 1 tablet (GPU)",20141019
850230,"aluminium hydroxide 300 mg + cuttle fish bone 200 mg tablet, 1 tablet (GPU)",20140914
816153,"aluminium hydroxide 300 mg + magnesium hydroxide 100 mg + simeticone 25 mg tablet, 1 tablet (GPU)",20140616
800974,"aluminium hydroxide 300 mg + magnesium hydroxide 100 mg + simeticone 50 mg tablet, 1 tablet (GPU)",20140519
836495,"aluminium hydroxide 300 mg + magnesium hydroxide 250 mg tablet, 1 tablet (GPU)",20140817
1219750,"aluminium hydroxide 300 mg chewable tablet, 1 tablet (GPU)",20211230
824439,"aluminium hydroxide 300 mg tablet, 1 tablet (GPU)",20140721
829287,"aluminium hydroxide 300 mg/5 mL + magnesium hydroxide 133.33 mg/5 mL + simeticone 23.33 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
918370,"aluminium hydroxide 300 mg/5 mL oral suspension, 240 mL bottle (GPU)",20150404
947189,"aluminium hydroxide 305 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181105
793857,"aluminium hydroxide 306 mg/5 mL + magnesium hydroxide 100 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 1 L bottle (GPU)",20181103
689943,"aluminium hydroxide 306 mg/5 mL + magnesium hydroxide 100 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
801871,"aluminium hydroxide 320 mg + magnesium hydroxide 75 mg chewable tablet, 1 tablet (GPU)",20140602
699205,"aluminium hydroxide 320 mg/5 mL + magnesium hydroxide 110 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 1 L bottle (GPU)",20181103
689887,"aluminium hydroxide 320 mg/5 mL + magnesium hydroxide 110 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
699163,"aluminium hydroxide 320 mg/5 mL + magnesium hydroxide 110 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 450 mL bottle (GPU)",20181103
695468,"aluminium hydroxide 320 mg/5 mL + magnesium hydroxide 110 mg/5 mL + simeticone 33.33 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
756116,"aluminium hydroxide 330 mg + atropine sulfate 130 mcg + kaolin 130 mg + magnesium trisilicate 260 mg tablet, 1 tablet (GPU)",20140407
871261,"aluminium hydroxide 340 mg + belladonna extract 8 mg + magnesium trisilicate 300 mg tablet, 1 tablet (GPU)",20141129
693330,"aluminium hydroxide 350 mg + magnesium hydroxide 100 mg + simeticone 50 mg tablet, 1 tablet (GPU)",20140118
747828,"aluminium hydroxide 350 mg + magnesium hydroxide 175 mg + simeticone 25 mg chewable tablet, 1 tablet (GPU)",20140324
817379,"aluminium hydroxide 350 mg + magnesium hydroxide 200 mg + simeticone 25 mg tablet, 1 tablet (GPU)",20140705
829499,"aluminium hydroxide 370 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
1032345,"aluminium hydroxide 400 mg + atropine sulfate 200 mcg + magnesium hydroxide 100 mg tablet, 1 tablet (GPU)",20180601
815467,"aluminium hydroxide 400 mg/5 mL + magnesium hydroxide 133.33 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 1 L gallon (GPU)",20181103
815433,"aluminium hydroxide 400 mg/5 mL + magnesium hydroxide 133.33 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
815480,"aluminium hydroxide 400 mg/5 mL + magnesium hydroxide 133.33 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 3.8 L gallon (GPU)",20181103
693400,"aluminium hydroxide 400 mg/5 mL + magnesium hydroxide 75 mg/5 mL + simeticone 16.67 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
893783,"aluminium hydroxide 45.9 mg/5 mL + magnesium hydroxide 15 g/5 mL oral suspension, 1 L bottle (GPU)",20181103
893806,"aluminium hydroxide 45.9 mg/5 mL + magnesium hydroxide 15 g/5 mL oral suspension, 15 mL bottle (GPU)",20181103
893731,"aluminium hydroxide 45.9 mg/5 mL + magnesium hydroxide 15 g/5 mL oral suspension, 240 mL bottle (GPU)",20181103
893765,"aluminium hydroxide 45.9 mg/5 mL + magnesium hydroxide 15 g/5 mL oral suspension, 500 mL bottle (GPU)",20181103
780036,"aluminium hydroxide 500 mg chewable tablet, 1 tablet (GPU)",20140420
780070,"aluminium hydroxide 500 mg tablet, 1 tablet (GPU)",20140420
801047,"aluminium hydroxide 600 mg/5 mL + magnesium hydroxide 450 mg/5 mL + simeticone 80 mg/5 mL oral suspension, 240 mL bottle (GPU)",20140519
918336,"aluminium hydroxide 61.25 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
857812,"aluminium hydroxide 76.67 mg/5 mL + magnesium hydroxide 25 mg/5 mL + simeticone 10 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
849712,"aluminium hydroxide 86.67 mg/5 mL + magnesium hydroxide 100 mg/5 mL + simeticone 13.33 mg/5 mL oral suspension, 240 mL bottle (GPU)",20181103
828174,"aluminium hydroxide 86.67 mg/5 mL + magnesium hydroxide 100 mg/5 mL + simeticone 13.33 mg/5 mL oral suspension, 3.8 L bottle (GPU)",20181103
807725,"aluminium hydroxide-magnesium carbonate co-dried gel 325 mg + dicycloverine hydrochloride 2.5 mg + simeticone 10 mg tablet, 1 tablet (GPU)",20190701
727710,"aluminium sodium silicate 280 mg + bismuth subnitrate 150 mg + glycyrrhiza 400 mg + sodium sulfate 150 mg tablet, 1 tablet (GPU)",20140118
919539,"aluminium subacetate 54.5 mL/100 mL concentrate for cutaneous solution, 1 L bottle (GPU)",20150404
919502,"aluminium subacetate 54.5 mL/100 mL concentrate for cutaneous solution, 240 mL bottle (GPU)",20150404
915167,"aluminium subacetate 54.5 mL/100 mL cutaneous liquid, 30 mL bottle (GPU)",20150314
900023,"aluminium subacetate 54.5 mL/100 mL cutaneous solution, 240 mL bottle (GPU)",20150404
919462,"aluminium subacetate 54.5 mL/100 mL cutaneous solution, 480 mL bottle (GPU)",20150404
886418,"aluminum hydroxide 230 mg + magnesium hydroxide 85 mg tablet, 1 tablet (GPU)",20160305
869226,"aluminum hydroxide 36.64 mg + calcium carbonate 200 mg + cinnamon oil 300 mcg + clove oil 300 mcg + diastase 25 mg + fennel oil 300 mcg + levomenthol 1 mg + mamylase 37.5 mg + scopolia extract 2.5 mg + sodium bicarbonate 50 mg + thiamine mononitrate 750 mcg tablet, 1 tablet (GPU)",20150105
838611,"alverine citrate 60 mg + simeticone 300 mg capsule, soft, 1 capsule (GPU)",20191115
1285908,"amantadine hydrochloride 100 mg tablet, 1 tablet (GPU)",20231013
1294675,"amaranthus hybridus allergen extract 14 mg/1 mL solution for skin-prick test, 5 mL bottle (GPU)",20241018
683826,"ambrisentan 10 mg film-coated tablet, 1 tablet (GPU)",20140104
683772,"ambrisentan 5 mg film-coated tablet, 1 tablet (GPU)",20140104
448999,"ambroxol hydrochloride 15 mg lozenge, 1 lozenge (GPU)",20160417
383544,"ambroxol hydrochloride 15 mg pastille, 1 pastille (GPU)",20200702
537258,"ambroxol hydrochloride 15 mg/2 mL solution for injection, 2 mL ampoule (GPU)",20131005
583085,"ambroxol hydrochloride 15 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
268726,"ambroxol hydrochloride 30 mg film-coated tablet, 1 tablet (GPU)",20130805
237575,"ambroxol hydrochloride 30 mg tablet, 1 tablet (GPU)",20130805
583501,"ambroxol hydrochloride 30 mg/5 mL oral drops, solution, 60 mL bottle (GPU)",20131005
583823,"ambroxol hydrochloride 30 mg/5 mL syrup, 120 mL bottle (GPU)",20131005
583555,"ambroxol hydrochloride 30 mg/5 mL syrup, 3.8 L gallon (GPU)",20131005
583852,"ambroxol hydrochloride 30 mg/5 mL syrup, 30 mL bottle (GPU)",20131005
582891,"ambroxol hydrochloride 30 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
268227,"ambroxol hydrochloride 75 mg prolonged-release capsule, hard, 1 capsule (GPU)",20130805
1293769,"american cockroach (periplaneta americana) allergen extract 50 mg/1 mL solution for skin-prick test, 5 mL bottle (GPU)",20241018
813709,"amfenac 50 mg capsule, hard, 1 capsule (GPU)",20140616
200103,"amfenac sodium 90 mg capsule, hard, 1 capsule (GPU)",20150703
719432,"amifostine 500 mg powder for solution for injection, 1 vial (GPU)",20140118
537551,"amikacin 1 g/4 mL solution for injection, 4 mL vial (GPU)",20160417
537816,"amikacin 100 mg/2 mL solution for injection, 2 mL vial (GPU)",20131005
998991,"amikacin 2 g/100 mL ear/eye drops, solution, 5 mL bottle (GPU)",20161203
1156706,"amikacin 2 g/100 mL eye drops, solution, 5 mL bottle (GPU)",20200801
537522,"amikacin 250 mg/1 mL solution for injection, 1 mL vial (GPU)",20131005
537393,"amikacin 250 mg/2 mL solution for injection, 2 mL vial (GPU)",20131005
831796,"amikacin 5 g/100 g gel, 10 g tube (GPU)",20140803
831823,"amikacin 5 g/100 g gel, 30 g tube (GPU)",20140803
990040,"amikacin 5 g/100 mL eye drops, solution, 10 mL bottle (GPU)",20200515
537340,"amikacin 500 mg/2 mL solution for injection, 2 mL vial (GPU)",20160404
1117097,"amikacin sulfate 2 g/100 mL eye drops, solution, 5 mL bottle (GPU)",20190628
1145768,"amikacin sulfate 5 g/100 mL eye drops, solution, 10 mL bottle (GPU)",20200517
379635,"amiloride hydrochloride 2.5 mg + hydrochlorothiazide 25 mg + timolol 10 mg tablet, 1 tablet (GPU)",20130805
238492,"amiloride hydrochloride 5 mg + hydrochlorothiazide 50 mg tablet, 1 tablet (GPU)",20130805
378608,"amiloride hydrochloride 5 mg tablet, 1 tablet (GPU)",20130805
795311,"aminacrine hydrochloride 100 mg/100 g + cetrimide 500 mg/100 g cream, 10 g tube (GPU)",20140519
1026583,"amino acid 3 g/100 mL + calcium gluconate 600 mg/100 mL + dextrose 10 g/100 mL solution for injection/infusion, 100 mL bag (GPU)",20180315
677505,"amino acids + carbohydrates + minerals + multivitamins solution for infusion, 500 mL bag (GPU)",20140104
1221052,"amino acids + dextrose + electrolytes + lipids emulsion for infusion, 1 L bag (GPU)",20220117
1221099,"amino acids + dextrose + electrolytes + lipids emulsion for infusion, 1.5 L bag (GPU)",20220117
1221006,"amino acids + dextrose + electrolytes + lipids emulsion for infusion, 650 mL bag (GPU)",20220113
989067,"amino acids + dextrose + electrolytes + multivitamins solution for infusion, 1 L bag (GPU)",20160703
964402,"amino acids + multivitamins capsule, hard, 1 capsule (GPU)",20151207
675536,"amino acids + multivitamins syrup, 60 mL bottle (GPU)",20140104
1308265,"amino acids 10 g/100 mL + calcium gluconate 1.05 g/100 mL + dextrose 35 g/100 mL + dipotassium phosphate 1.74 g/100 mL + heparin 100 unit/100 mL + magnesium sulfate 380 g/100 mL + potassium chloride 1.5 g/100 mL + sodium acetate 2.72 g/100 mL + sodium chloride 1.17 g/100 mL + trace element 1.5 mL/100 mL + water soluble multivitamins 1 mL/100 mL + zinc sulfate 500 mcg/100 mL solution for infusion, 1 mL prefilled syr (GPU)",20241004
677648,"amino acids 10 g/100 mL solution for infusion, 100 mL bottle (GPU)",20160305
959493,"amino acids 10 g/100 mL solution for infusion, 200 mL bottle (GPU)",20160305
729921,"amino acids 10 g/100 mL solution for infusion, 500 mL bag (GPU)",20160305
959504,"amino acids 10 g/100 mL solution for infusion, 500 mL bottle (GPU)",20160305
677338,"amino acids 100 g/1.97 L + dextrose 250 g/1.97 L + lipids 75 g/1.97 L emulsion for infusion, 1.97 L bag (GPU)",20171012
700395,"amino acids 110 g/2.5 L + dextrose 250 g/2.5 L + lipids 100 g/2.5 L emulsion for infusion, 2.5 L bag (GPU)",20160417
801956,"amino acids 15 g/100 mL solution for infusion, 500 mL bottle (GPU)",20151207
959440,"amino acids 2.7 g/100 mL solution for infusion, 500 mL bottle (GPU)",20150922
677052,"amino acids 22 g/1 L + dextrose 80 g/1 L + lipids 20 g/1 L emulsion for infusion, 1 L bag (GPU)",20160417
730300,"amino acids 3 g/100 mL + dextrose 7.5 g/100 mL solution for infusion, 1 L bag (GPU)",20140202
981342,"amino acids 33 g/1.5 L + dextrose 120 g/1.5 L + lipids 30 g/1.5 L emulsion for infusion, 1.5 L bag (GPU)",20160417
676934,"amino acids 34 g/1.026 L + dextrose 100 g/1.026 L + lipids 40 g/1.026 L emulsion for infusion, 1.026 L bag (GPU)",20160417
677109,"amino acids 34 g/1.44 L + dextrose 97 g/1.44 L + lipids 51 g/1.44 L emulsion for infusion, 1.44 L bag (GPU)",20160417
981785,"amino acids 35.9 g/625 mL + dextrose 90 g/625 mL + lipids 25 g/625 mL emulsion for infusion, 625 mL bag (GPU)",20160418
700324,"amino acids 40 g/1 L + dextrose 160 g/1 L + lipids 40 g/1 L emulsion for infusion, 1 L bag (GPU)",20160417
808615,"amino acids 40 g/1.25 L + dextrose 80 g/1.25 L + lipids 50 g/1.25 L emulsion for infusion, 1.25 L bag (GPU)",20160417
981390,"amino acids 44 g/2 L + dextrose 160 g/2 L + lipids 40 g/2 L emulsion for infusion, 2 L bag (GPU)",20160417
677132,"amino acids 45 g/1.92 L + dextrose 130 g/1.29 L + lipids 68 g/1.92 L emulsion for infusion, 1.92 L bag (GPU)",20160417
